ControlSet,CacheEntryPosition,Path,LastModifiedTimeUTC,Executed,Duplicate,SourceFile
1,218,C:\Users\Klim\AppData\Local\GitHubDesktop\app-2.9.3\resources\app\git\mingw64\bin\git.exe,2021-09-13 10:07:44,NA,False,Live Registry
1,219,C:\Windows\System32\conhost.exe,2021-09-17 13:51:47,NA,False,Live Registry
1,220,C:\Users\Klim\AppData\Local\GitHubDesktop\app-2.9.3\resources\app\git\cmd\git.exe,2021-09-13 10:07:44,NA,False,Live Registry
1,221,D:\Wireshark\Wireshark.exe,2021-06-02 18:25:24,NA,False,Live Registry
1,222,C:\Windows\system32\WindowsPowerShell\v1.0\PowerShell.exe,2020-12-11 20:38:25,NA,False,Live Registry
1,223,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe,2020-12-02 22:38:14,NA,False,Live Registry
1,224,C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe,2020-12-02 22:45:24,NA,False,Live Registry
1,225,D:\Microsoft Visual Studio\2019\Community\common7\ide\devenv.exe,2021-09-18 09:43:28,NA,False,Live Registry
1,226,D:\Microsoft Visual Studio\2019\Community\common7\ide\DDConfigCA.exe,2021-09-18 09:37:29,NA,False,Live Registry
1,227,D:\Microsoft Visual Studio\2019\Community\common7\ide\vsfinalizer.exe,2021-09-18 09:37:33,NA,False,Live Registry
1,228,D:\SmartBear\SoapUI-5.6.0\bin\SoapUI-5.6.0.exe,2020-07-09 20:38:04,NA,False,Live Registry
1,229,C:\Users\Klim\AppData\Local\Microsoft\Teams\Update.exe,2021-05-26 09:19:34,NA,False,Live Registry
1,230,D:\Unity Editors\2020.3.11f1\Editor\Unity.exe,2021-05-25 11:36:52,NA,False,Live Registry
1,231,D:\Unity Hub\Unity Hub.exe,2021-03-12 14:14:36,NA,False,Live Registry
1,232,D:\BsgLauncher\BsgLauncher.exe,2021-09-06 08:12:54,NA,False,Live Registry
1,233,C:\Users\Klim\AppData\Local\GitHubDesktop\GitHubDesktop.exe,2021-09-13 10:07:43,NA,False,Live Registry
1,234,D:\obs-studio\bin\64bit\obs64.exe,2021-06-11 16:51:12,NA,False,Live Registry
1,235,D:\Malwarebytes\Anti-Malware\mbam.exe,2021-08-07 14:57:19,NA,False,Live Registry
1,236,D:\Tor Browser\Browser\firefox.exe,2021-08-22 17:46:47,NA,False,Live Registry
1,237,D:\Steam\Steam.exe,2021-09-13 23:06:40,NA,False,Live Registry
1,238,D:\CCleaner\CCleaner64.exe,2021-09-10 13:35:04,NA,False,Live Registry
1,239,C:\Program Files\Rockstar Games\Launcher\LauncherPatcher.exe,2021-07-04 10:35:42,NA,False,Live Registry
1,240,C:\Program Files\CPUID\HWMonitor\HWMonitor.exe,2021-04-15 15:02:26,NA,False,Live Registry
1,241,C:\Users\Klim\AppData\Local\Discord\Update.exe,2021-03-18 09:22:10,NA,False,Live Registry
1,242,C:\Program Files (x86)\Kaspersky Lab\Kaspersky Security Cloud 21.3\avpui.exe,2021-06-17 15:59:14,NA,False,Live Registry
1,243,C:\Program Files (x86)\Kaspersky Lab\Kaspersky Password Manager 9.0.2\kpm.exe,2021-04-28 18:22:14,NA,False,Live Registry
1,244,C:\Program Files (x86)\Microsoft Visual Studio\Installer\setup.exe,2021-09-18 09:33:34,NA,False,Live Registry
1,245,C:\Windows\System32\RuntimeBroker.exe,2021-01-18 19:14:44,NA,False,Live Registry
1,246,C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_18.2106.12410.0_x64__8wekyb3d8bbwe\Application,2021-09-15 19:40:07,NA,False,Live Registry
1,247,00000009	0012083a307a0000	000a000042ee0000	8664	Microsoft.MicrosoftOfficeHub	8wekyb3d8bbwe	,,NA,False,Live Registry
1,248,D:\Microsoft Visual Studio\2019\Community\Common7\IDE\Blend.exe,2021-09-18 09:43:28,NA,False,Live Registry
1,249,C:\ProgramData\Package Cache\{4b2f3795-f407-415e-88d5-8c8ab322909d}\VC_redist.x64.exe,2021-08-15 19:13:01,NA,False,Live Registry
1,250,C:\Windows\Temp\{D499D72C-FDFF-48A6-BBCA-6FD0067034EC}\.be\VC_redist.x64.exe,2021-09-18 09:41:07,NA,False,Live Registry
1,251,C:\Windows\Temp\{C5E58B53-2661-4558-844C-0BB0F5084C61}\.cr\VC_redist.x64.exe,2021-09-18 09:41:07,NA,False,Live Registry
1,252,C:\Windows\system32\SearchFilterHost.exe,2021-08-16 14:16:26,NA,False,Live Registry
1,253,"D:\Microsoft\VisualStudio\Packages\Microsoft.VisualCpp.Redist.14.Latest,version=14.29.30133,chip=x64\VC_redist.x64.exe",2021-09-18 09:36:39,NA,False,Live Registry
1,254,C:\Windows\system32\SearchProtocolHost.exe,2021-08-16 14:16:26,NA,False,Live Registry
1,255,C:\ProgramData\Package Cache\{dfea0fad-88b2-4a1f-8536-3f8f9391f4ef}\VC_redist.x86.exe,2021-08-15 19:12:57,NA,False,Live Registry
1,256,0000000b	0001000e00024a61	000a00004a610000	8664	Microsoft.Windows.Search	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,257,C:\Windows\System32\svchost.exe,2020-12-11 20:36:55,NA,False,Live Registry
1,258,C:\Windows\system32\vssvc.exe,2021-01-18 19:14:57,NA,False,Live Registry
1,259,C:\Windows\system32\DllHost.exe,2020-12-11 20:36:56,NA,False,Live Registry
1,260,C:\Windows\Temp\{235B7F1B-D44A-4E06-AE79-F13723A3209E}\.be\VC_redist.x86.exe,2021-09-18 09:41:04,NA,False,Live Registry
1,261,C:\Windows\Temp\{00277C8B-1FAD-42BE-A922-15917D48275F}\.cr\VC_redist.x86.exe,2021-09-18 09:41:04,NA,False,Live Registry
1,262,"D:\Microsoft\VisualStudio\Packages\Microsoft.VisualCpp.Redist.14.Latest,version=14.29.30133,chip=x86\VC_redist.x86.exe",2021-09-18 09:36:37,NA,False,Live Registry
1,263,C:\Windows\syswow64\MsiExec.exe,2019-12-07 09:10:02,NA,False,Live Registry
1,264,C:\Windows\system32\compattelrunner.exe,2021-09-17 13:51:46,NA,False,Live Registry
1,265,C:\Program Files\Google\Chrome\Application\chrome.exe,2021-09-11 03:29:50,NA,False,Live Registry
1,266,C:\Program Files\IIS Express\IisExpressAdminCmd.exe,2021-05-12 02:30:38,NA,False,Live Registry
