BagPath,Slot,NodeSlot,MRUPosition,AbsolutePath,ShellType,Value,ChildBags,CreatedOn,ModifiedOn,AccessedOn,LastWriteTime,MFTEntry,MFTSequenceNumber,ExtensionBlockCount,FirstInteracted,LastInteracted,HasExplored,Miscellaneous
BagMRU,31,0,6,Desktop\Search Folder,Users property view,Search Folder,0,,,,2021-10-03 17:53:02,,,1,2021-09-28 18:50:22,,False,
BagMRU,32,0,5,Desktop\Search Folder,Users property view,Search Folder,0,,,,2021-10-03 17:53:02,,,2,2021-09-28 18:50:24,,False,
BagMRU\1,0,3,0,Desktop\My Computer\D:,Drive letter,D:,27,,,,2021-10-03 16:58:19,,,0,,2021-10-03 16:58:19,True,
BagMRU\1,1,8,1,Desktop\My Computer\C:,Drive letter,C:,6,,,,2021-10-03 16:58:19,,,0,,,True,
BagMRU\1,2,18,6,Desktop\My Computer\Downloads,Root folder: GUID,Downloads,1,,,,2021-10-03 16:58:19,,,1,,,True,
BagMRU\1,3,21,2,Desktop\My Computer\Documents,Root folder: GUID,Documents,0,,,,2021-10-03 16:58:19,,,0,2021-05-25 13:55:56,,False,
BagMRU\1,4,54,4,Desktop\My Computer\E:,Drive letter,E:,4,,,,2021-10-03 16:58:19,,,0,,,True,
BagMRU\1,5,68,3,Desktop\My Computer\Desktop,Root folder: GUID,Desktop,1,,,,2021-10-03 16:58:19,,,1,,,True,
BagMRU\1,6,129,5,Desktop\My Computer\Videos,Root folder: GUID,Videos,0,,,,2021-10-03 16:58:19,,,0,2021-07-07 15:52:25,,True,
BagMRU\1\0,0,5,2,Desktop\My Computer\D:\source,Directory,source,1,2021-05-25 13:08:54,2021-05-25 13:08:54,2021-05-25 13:08:54,2021-10-03 17:45:30,44,3,1,,,True,NTFS file system
BagMRU\1\0,1,22,26,Desktop\My Computer\D:\Yandex,Directory,Yandex,0,2021-05-25 14:49:02,2021-05-25 14:49:02,2021-05-25 14:49:02,2021-10-03 17:45:30,25531,2,1,2021-05-25 14:58:11,,False,NTFS file system
BagMRU\1\0,2,23,1,Desktop\My Computer\D:\Trash,Directory,Trash,5,2021-05-25 14:58:16,2021-05-25 14:58:16,2021-05-25 14:58:16,2021-10-03 17:45:30,98957,5,1,,,True,NTFS file system
BagMRU\1\0,3,24,25,Desktop\My Computer\D:\SQL2019,Directory,SQL2019,0,2021-05-25 13:42:54,2021-05-25 13:50:06,2021-05-25 13:50:06,2021-10-03 17:45:30,67713,1,1,2021-05-25 17:40:45,,True,NTFS file system
BagMRU\1\0,4,38,4,Desktop\My Computer\D:\Downloads,Directory,Downloads,26,,,,2021-10-03 17:45:30,0,,1,,,True,
BagMRU\1\0,5,39,10,Desktop\My Computer\D:\SDR#,Directory,SDR#,0,2021-05-25 19:06:14,2021-05-25 19:06:14,2021-05-25 19:06:14,2021-10-03 17:45:30,85,7,1,2021-05-25 19:06:18,,True,NTFS file system
BagMRU\1\0,6,84,20,Desktop\My Computer\D:\Steam,Directory,Steam,1,,,,2021-10-03 17:45:30,0,,1,,,True,
BagMRU\1\0,7,69,21,Desktop\My Computer\D:\Notepad++,Directory,Notepad++,0,2021-05-25 14:50:50,2021-05-25 14:50:52,2021-06-03 14:10:58,2021-10-03 17:45:30,100665,4,1,2021-06-04 04:08:04,,True,NTFS file system
BagMRU\1\0,8,71,24,Desktop\My Computer\D:\Unity Projects,Directory,Unity Projects,0,2021-06-09 15:26:04,2021-06-09 15:26:04,2021-06-09 15:26:04,2021-10-03 17:45:30,201644,1,1,2021-06-09 15:28:16,,True,NTFS file system
BagMRU\1\0,9,94,23,Desktop\My Computer\D:\Android,Directory,Android,1,2021-05-25 13:47:16,2021-05-25 13:47:16,2021-06-14 10:08:02,2021-10-03 17:45:30,82068,2,1,,,True,NTFS file system
BagMRU\1\0,10,111,7,Desktop\My Computer\D:\Logs,Directory,Logs,1,2021-06-24 16:31:30,2021-06-24 16:31:30,2021-06-24 16:31:30,2021-10-03 17:45:30,208945,88,1,,,True,NTFS file system
BagMRU\1\0,11,115,6,Desktop\My Computer\D:\TCPView,Directory,TCPView,0,2021-06-24 16:49:38,2021-06-24 16:49:46,2021-06-24 16:49:46,2021-10-03 17:45:30,208964,26,1,2021-06-24 16:49:49,,True,NTFS file system
BagMRU\1\0,12,120,22,Desktop\My Computer\D:\Antimalware,Directory,Antimalware,0,2021-06-26 08:32:46,2021-06-26 08:32:46,2021-06-26 08:32:46,2021-10-03 17:45:30,208996,3,1,2021-06-26 08:33:11,,True,NTFS file system
BagMRU\1\0,13,128,19,Desktop\My Computer\D:\Escape from Tarkov,Directory,Escape from Tarkov,0,2021-07-07 08:43:10,2021-07-07 08:43:30,2021-07-07 08:43:30,2021-10-03 17:45:30,100909,52,1,2021-07-07 08:43:37,,False,NTFS file system
BagMRU\1\0,14,130,18,Desktop\My Computer\D:\Streams,Directory,Streams,0,2021-07-07 15:52:46,2021-07-07 15:52:46,2021-07-07 15:52:46,2021-10-03 17:45:30,234679,88,1,2021-07-07 15:52:51,,True,NTFS file system
BagMRU\1\0,15,163,15,Desktop\My Computer\D:\obs-studio,Directory,obs-studio,1,2021-07-07 08:49:24,2021-07-07 13:52:00,2021-07-31 07:57:26,2021-10-03 17:45:30,99640,16,1,,,True,NTFS file system
BagMRU\1\0,16,137,3,Desktop\My Computer\D:\Univer,Directory,Univer,4,2021-08-15 19:08:52,2021-08-15 19:09:00,2021-08-15 19:09:00,2021-10-03 17:45:30,221659,13,1,,,True,NTFS file system
BagMRU\1\0,17,159,17,Desktop\My Computer\D:\ninja,Directory,ninja,0,2021-08-16 14:06:04,2021-08-16 14:06:04,2021-08-16 14:06:04,2021-10-03 17:45:30,259599,2,1,2021-08-16 14:06:08,,True,NTFS file system
BagMRU\1\0,18,161,16,Desktop\My Computer\D:\NSIS,Directory,NSIS,0,2021-08-16 14:05:12,2021-08-16 14:05:12,2021-08-16 14:05:12,2021-10-03 17:45:30,259102,3,1,2021-08-16 14:07:18,,True,NTFS file system
BagMRU\1\0,19,164,11,Desktop\My Computer\D:\Qt,Directory,Qt,3,2021-08-16 14:14:06,2021-08-16 14:29:24,2021-08-16 14:29:24,2021-10-03 17:45:30,259603,5,1,,,True,NTFS file system
BagMRU\1\0,20,0,14,Desktop\My Computer\D:\Microsoft Visual Studio,Directory,Microsoft Visual Studio,1,2021-05-25 13:25:38,2021-05-25 13:25:38,2021-08-16 14:34:14,2021-10-03 17:45:30,135,1,1,,,False,NTFS file system
BagMRU\1\0,21,176,13,Desktop\My Computer\D:\Git,Directory,Git,0,2021-08-16 14:42:06,2021-08-16 14:42:22,2021-08-16 14:42:22,2021-10-03 17:45:30,408988,3,1,2021-08-16 14:42:30,,True,NTFS file system
BagMRU\1\0,22,179,12,Desktop\My Computer\D:\CMake,Directory,CMake,1,2021-08-16 13:59:14,2021-08-16 13:59:18,2021-08-16 13:59:20,2021-10-03 17:45:30,250841,2,1,,,True,NTFS file system
BagMRU\1\0,23,186,9,Desktop\My Computer\D:\SDRangel,Directory,SDRangel,0,2021-08-16 14:57:50,2021-08-16 14:58:02,2021-08-16 14:58:02,2021-10-03 17:45:30,410335,16,1,2021-08-16 15:12:34,,True,NTFS file system
BagMRU\1\0,24,203,8,Desktop\My Computer\D:\For VirtualBox,Directory,For VirtualBox,0,2021-09-07 16:29:52,2021-09-07 17:28:02,2021-09-07 17:28:02,2021-10-03 17:45:30,433532,3,1,2021-09-14 12:39:39,,True,NTFS file system
BagMRU\1\0,25,237,5,Desktop\My Computer\D:\Process Explorer,Directory,Process Explorer,0,2021-09-19 06:38:12,2021-09-19 06:38:22,2021-09-19 06:38:22,2021-10-03 17:45:30,226069,3,1,2021-09-19 06:38:23,,True,NTFS file system
BagMRU\1\0,26,351,0,Desktop\My Computer\D:\Tools,Directory,Tools,4,2021-10-02 06:16:06,2021-10-02 06:16:06,2021-10-02 06:16:06,2021-10-03 17:45:30,425449,4,1,,2021-10-03 17:45:30,True,NTFS file system
BagMRU\1\0\0,0,6,0,Desktop\My Computer\D:\source\repos,Directory,repos,4,2021-05-25 13:08:58,2021-05-25 13:08:58,2021-05-25 13:08:58,2021-05-25 13:09:01,45,1,1,,2021-05-25 13:09:01,True,NTFS file system
BagMRU\1\0\0\0,0,7,2,Desktop\My Computer\D:\source\repos\Betty,Directory,Betty,3,2021-05-25 13:09:16,2021-05-25 13:09:18,2021-05-25 13:09:18,2021-10-03 11:45:49,46,2,1,,,True,NTFS file system
BagMRU\1\0\0\0,1,139,3,Desktop\My Computer\D:\source\repos\pfsense,Directory,pfsense,2,2021-08-15 19:30:52,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-10-03 11:45:49,242598,3,1,,,True,NTFS file system
BagMRU\1\0\0\0,2,200,0,Desktop\My Computer\D:\source\repos\usb_forensic,Directory,usb_forensic,5,2021-09-13 10:07:34,2021-09-13 10:07:34,2021-09-13 10:07:34,2021-10-03 11:45:49,434485,3,1,,2021-10-03 11:45:49,True,NTFS file system
BagMRU\1\0\0\0,3,242,1,Desktop\My Computer\D:\source\repos\InfoSec_Labs,Directory,InfoSec_Labs,3,2021-09-19 10:29:18,2021-09-19 10:29:26,2021-09-19 10:29:26,2021-10-03 11:45:49,212509,7,1,,,True,NTFS file system
BagMRU\1\0\0\0\0,0,14,1,Desktop\My Computer\D:\source\repos\Betty\BettyService,Directory,BettyService,1,2021-05-25 13:09:18,2021-05-25 13:09:18,2021-05-25 13:09:20,2021-05-30 14:59:27,89,1,1,,,True,NTFS file system
BagMRU\1\0\0\0\0,1,17,2,Desktop\My Computer\D:\source\repos\Betty\SQL,Directory,SQL,0,2021-05-25 13:09:18,2021-05-25 13:09:18,2021-05-25 13:09:20,2021-05-30 14:59:27,111,1,1,2021-05-25 13:34:11,,True,NTFS file system
BagMRU\1\0\0\0\0,2,31,0,Desktop\My Computer\D:\source\repos\Betty\DataInserter,Directory,DataInserter,1,2021-05-25 17:24:46,2021-05-25 17:24:54,2021-05-25 18:09:04,2021-05-30 14:59:27,100937,6,1,,2021-05-30 14:59:27,True,NTFS file system
BagMRU\1\0\0\0\0\0,0,40,0,Desktop\My Computer\D:\source\repos\Betty\BettyService\BettyService,Directory,BettyService,1,2021-05-25 13:09:18,2021-05-25 17:06:54,2021-05-25 18:11:30,2021-05-26 14:14:29,91,1,1,,2021-05-26 14:14:29,True,NTFS file system
BagMRU\1\0\0\0\0\0\0,0,41,0,Desktop\My Computer\D:\source\repos\Betty\BettyService\BettyService\bin,Directory,bin,1,2021-05-25 13:53:22,2021-05-25 13:53:22,2021-05-25 19:06:32,2021-05-26 14:14:29,98951,1,1,,2021-05-26 14:14:29,True,NTFS file system
BagMRU\1\0\0\0\0\0\0\0,0,42,0,Desktop\My Computer\D:\source\repos\Betty\BettyService\BettyService\bin\Debug,Directory,Debug,1,2021-05-25 13:53:22,2021-05-25 13:53:22,2021-05-25 19:06:32,2021-05-26 14:14:30,98952,1,1,,2021-05-26 14:14:30,True,NTFS file system
BagMRU\1\0\0\0\0\0\0\0\0,0,43,0,Desktop\My Computer\D:\source\repos\Betty\BettyService\BettyService\bin\Debug\netcoreapp3.1,Directory,netcoreapp3.1,0,2021-05-25 13:53:22,2021-05-25 14:49:48,2021-05-25 19:06:32,2021-05-26 14:14:30,98953,1,1,2021-05-26 14:14:30,2021-05-26 14:14:30,True,NTFS file system
BagMRU\1\0\0\0\0\2,0,32,0,Desktop\My Computer\D:\source\repos\Betty\DataInserter\DataInserter,Directory,DataInserter,2,2021-05-25 17:24:46,2021-05-25 18:24:02,2021-05-25 18:24:02,2021-05-25 18:24:08,100940,26,1,,2021-05-25 18:24:08,True,NTFS file system
BagMRU\1\0\0\0\0\2\0,0,33,1,Desktop\My Computer\D:\source\repos\Betty\DataInserter\DataInserter\Data,Directory,Data,0,2021-05-25 17:41:02,2021-05-25 17:48:02,2021-05-25 17:48:02,2021-05-25 18:25:14,101111,2,1,2021-05-25 18:24:09,,True,NTFS file system
BagMRU\1\0\0\0\0\2\0,1,34,0,Desktop\My Computer\D:\source\repos\Betty\DataInserter\DataInserter\bin,Directory,bin,1,2021-05-25 17:24:58,2021-05-25 17:24:58,2021-05-25 17:24:58,2021-05-25 18:25:14,100948,2,1,,2021-05-25 18:25:14,True,NTFS file system
BagMRU\1\0\0\0\0\2\0\1,0,35,0,Desktop\My Computer\D:\source\repos\Betty\DataInserter\DataInserter\bin\Debug,Directory,Debug,1,2021-05-25 17:24:58,2021-05-25 17:24:58,2021-05-25 17:24:58,2021-05-25 18:24:16,100949,2,1,,2021-05-25 18:24:16,True,NTFS file system
BagMRU\1\0\0\0\0\2\0\1\0,0,36,0,Desktop\My Computer\D:\source\repos\Betty\DataInserter\DataInserter\bin\Debug\netcoreapp3.1,Directory,netcoreapp3.1,0,2021-05-25 17:24:58,2021-05-25 17:28:28,2021-05-25 17:28:28,2021-05-25 18:24:16,100950,2,1,2021-05-25 18:24:16,2021-05-25 18:24:16,True,NTFS file system
BagMRU\1\0\0\0\1,0,140,1,Desktop\My Computer\D:\source\repos\pfsense\src,Directory,src,4,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-08-15 19:31:38,2021-08-15 19:35:54,242660,2,1,,,True,NTFS file system
BagMRU\1\0\0\0\1,1,155,0,Desktop\My Computer\D:\source\repos\pfsense\build,Directory,build,2,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-08-15 19:31:38,2021-08-15 19:35:54,242651,2,1,,2021-08-15 19:35:54,True,NTFS file system
BagMRU\1\0\0\0\1\0,0,141,3,Desktop\My Computer\D:\source\repos\pfsense\src\etc,Directory,etc,0,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-08-15 19:31:38,2021-08-15 19:35:02,242666,2,1,2021-08-15 19:34:51,,True,NTFS file system
BagMRU\1\0\0\0\1\0,1,142,2,Desktop\My Computer\D:\source\repos\pfsense\src\cf,Directory,cf,1,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-08-15 19:31:38,2021-08-15 19:35:02,242661,2,1,,,True,NTFS file system
BagMRU\1\0\0\0\1\0,2,144,1,Desktop\My Computer\D:\source\repos\pfsense\src\conf.default,Directory,conf.default,0,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-08-15 19:31:38,2021-08-15 19:35:02,242664,2,1,2021-08-15 19:35:00,,True,NTFS file system
BagMRU\1\0\0\0\1\0,3,145,0,Desktop\My Computer\D:\source\repos\pfsense\src\usr,Directory,usr,2,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-08-15 19:31:38,2021-08-15 19:35:02,242851,2,1,,2021-08-15 19:35:02,True,NTFS file system
BagMRU\1\0\0\0\1\0\1,0,143,0,Desktop\My Computer\D:\source\repos\pfsense\src\cf\conf,Directory,conf,0,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-08-15 19:31:38,2021-08-15 19:34:57,242662,2,1,2021-08-15 19:34:57,2021-08-15 19:34:57,True,NTFS file system
BagMRU\1\0\0\0\1\0\3,0,146,0,Desktop\My Computer\D:\source\repos\pfsense\src\usr\local,Directory,local,3,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-08-15 19:31:38,2021-08-15 19:35:11,242852,2,1,,2021-08-15 19:35:11,True,NTFS file system
BagMRU\1\0\0\0\1\0\3,1,147,1,Desktop\My Computer\D:\source\repos\pfsense\src\usr\share,Directory,share,1,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-08-15 19:31:38,2021-08-15 19:35:11,243687,2,1,,,True,NTFS file system
BagMRU\1\0\0\0\1\0\3\0,0,150,2,Desktop\My Computer\D:\source\repos\pfsense\src\usr\local\bin,Directory,bin,0,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-08-15 19:31:38,2021-08-15 19:35:29,242853,2,1,2021-08-15 19:35:13,,True,NTFS file system
BagMRU\1\0\0\0\1\0\3\0,1,151,1,Desktop\My Computer\D:\source\repos\pfsense\src\usr\local\pfSense,Directory,pfSense,1,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-08-15 19:31:38,2021-08-15 19:35:29,242880,2,1,,,True,NTFS file system
BagMRU\1\0\0\0\1\0\3\0,2,154,0,Desktop\My Computer\D:\source\repos\pfsense\src\usr\local\sbin,Directory,sbin,0,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-08-15 19:31:38,2021-08-15 19:35:29,242903,2,1,2021-08-15 19:35:29,2021-08-15 19:35:29,True,NTFS file system
BagMRU\1\0\0\0\1\0\3\0\1,0,152,0,Desktop\My Computer\D:\source\repos\pfsense\src\usr\local\pfSense\include,Directory,include,1,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-08-15 19:31:38,2021-08-15 19:35:21,242881,2,1,,2021-08-15 19:35:21,True,NTFS file system
BagMRU\1\0\0\0\1\0\3\0\1\0,0,153,0,Desktop\My Computer\D:\source\repos\pfsense\src\usr\local\pfSense\include\www,Directory,www,0,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-08-15 19:31:38,2021-08-15 19:35:22,242882,2,1,2021-08-15 19:35:22,2021-08-15 19:35:22,True,NTFS file system
BagMRU\1\0\0\0\1\0\3\1,0,148,0,Desktop\My Computer\D:\source\repos\pfsense\src\usr\share\doc,Directory,doc,1,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-08-15 19:31:38,2021-08-15 19:35:07,243688,2,1,,2021-08-15 19:35:07,True,NTFS file system
BagMRU\1\0\0\0\1\0\3\1\0,0,149,0,Desktop\My Computer\D:\source\repos\pfsense\src\usr\share\doc\radius,Directory,radius,0,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-08-15 19:31:38,2021-08-15 19:35:08,243689,2,1,2021-08-15 19:35:08,2021-08-15 19:35:08,True,NTFS file system
BagMRU\1\0\0\0\1\1,0,156,1,Desktop\My Computer\D:\source\repos\pfsense\build\scripts,Directory,scripts,0,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-08-15 19:31:38,2021-08-15 19:35:59,242654,2,1,2021-08-15 19:35:56,,True,NTFS file system
BagMRU\1\0\0\0\1\1,1,157,0,Desktop\My Computer\D:\source\repos\pfsense\build\installer-extras,Directory,installer-extras,0,2021-08-15 19:31:36,2021-08-15 19:31:36,2021-08-15 19:31:38,2021-08-15 19:35:59,242652,2,1,2021-08-15 19:35:59,2021-08-15 19:35:59,True,NTFS file system
BagMRU\1\0\0\0\2,0,219,1,Desktop\My Computer\D:\source\repos\usb_forensic\Tools,Directory,Tools,5,2021-09-14 17:24:24,2021-09-14 17:24:36,2021-09-14 17:24:36,2021-10-03 16:58:21,435648,3,1,,,True,NTFS file system
BagMRU\1\0\0\0\2,1,235,3,Desktop\My Computer\D:\source\repos\usb_forensic\USB_Forensic,Directory,USB_Forensic,2,2021-09-18 09:32:26,2021-09-18 09:59:08,2021-09-18 09:59:08,2021-10-03 16:58:21,10072,4,1,,,True,NTFS file system
BagMRU\1\0\0\0\2,2,280,4,Desktop\My Computer\D:\source\repos\usb_forensic\USB Logs,Directory,USB Logs,0,2021-09-14 12:39:54,2021-09-14 12:39:54,2021-09-26 07:39:42,2021-10-03 16:58:21,435156,2,1,2021-09-26 08:10:18,,True,NTFS file system
BagMRU\1\0\0\0\2,3,358,2,Desktop\My Computer\D:\source\repos\usb_forensic\Sources,Directory,Sources,0,2021-10-02 08:13:00,2021-10-02 08:13:00,2021-10-02 08:13:00,2021-10-03 16:58:21,221102,8,1,2021-10-02 08:13:12,,True,NTFS file system
BagMRU\1\0\0\0\2,4,360,0,Desktop\My Computer\D:\source\repos\usb_forensic\Sources&IoCs,Directory,Sources&IoCs,5,2021-10-02 08:13:00,2021-10-02 08:14:14,2021-10-02 20:02:00,2021-10-03 16:58:21,221102,8,1,,2021-10-03 16:58:21,True,NTFS file system
BagMRU\1\0\0\0\2\0,0,220,0,Desktop\My Computer\D:\source\repos\usb_forensic\Tools\JumpListExplorer,Directory,JumpListExplorer,0,2021-09-14 17:24:22,2021-09-14 17:24:22,2021-09-14 17:24:30,2021-10-03 16:37:49,435595,3,1,2021-09-14 17:24:36,2021-10-03 16:37:49,True,NTFS file system
BagMRU\1\0\0\0\2\0,1,245,4,Desktop\My Computer\D:\source\repos\usb_forensic\Tools\USB storage forensics in Win10 #1 - Events_files,Directory,USB storage forensics in Win10 #1 - Events_files,0,2021-09-19 10:57:32,2021-09-19 10:57:32,2021-09-19 10:57:32,2021-10-03 16:37:49,221076,7,1,2021-09-20 17:02:35,,True,NTFS file system
BagMRU\1\0\0\0\2\0,2,328,1,Desktop\My Computer\D:\source\repos\usb_forensic\Tools\All,Directory,All,0,2021-09-28 18:52:02,2021-09-28 18:52:10,2021-09-28 18:52:10,2021-10-03 16:37:49,10133,23,1,2021-09-28 18:52:08,,True,NTFS file system
BagMRU\1\0\0\0\2\0,3,329,3,Desktop\My Computer\D:\source\repos\usb_forensic\Tools\RegistryExplorer_RECmd,Directory,RegistryExplorer_RECmd,1,2021-09-28 18:52:52,2021-09-28 18:52:52,2021-09-28 18:52:52,2021-10-03 16:37:49,221740,5,1,,,True,NTFS file system
BagMRU\1\0\0\0\2\0,4,348,2,Desktop\My Computer\D:\source\repos\usb_forensic\Tools\RegistryExplorer,Directory,RegistryExplorer,0,2021-10-01 15:55:16,2021-10-01 15:55:16,2021-10-01 15:55:16,2021-10-03 16:37:49,10077,6,1,2021-10-01 15:55:26,,True,NTFS file system
BagMRU\1\0\0\0\2\0\3,0,330,0,Desktop\My Computer\D:\source\repos\usb_forensic\Tools\RegistryExplorer_RECmd\RegistryExplorer,Directory,RegistryExplorer,1,2021-09-28 18:52:52,2021-09-28 18:53:00,2021-09-28 18:53:00,2021-09-28 18:53:07,221741,5,1,,2021-09-28 18:53:07,True,NTFS file system
BagMRU\1\0\0\0\2\0\3\0,0,346,0,Desktop\My Computer\D:\source\repos\usb_forensic\Tools\RegistryExplorer_RECmd\RegistryExplorer\BatchExamples,Directory,BatchExamples,0,2021-09-28 18:52:56,2021-09-28 18:52:56,2021-09-28 18:52:56,2021-10-01 15:53:16,221755,6,1,2021-10-01 15:53:16,2021-10-01 15:53:16,True,NTFS file system
BagMRU\1\0\0\0\2\1,0,238,1,Desktop\My Computer\D:\source\repos\usb_forensic\USB_Forensic\USB_Forensic_Core,Directory,USB_Forensic_Core,1,2021-09-18 09:59:08,2021-09-19 09:15:30,2021-09-19 09:15:30,2021-10-02 08:12:43,225834,5,1,,,True,NTFS file system
BagMRU\1\0\0\0\2\1,1,357,0,Desktop\My Computer\D:\source\repos\usb_forensic\USB_Forensic\USB_Forensic,Directory,USB_Forensic,0,2021-09-19 09:27:14,2021-09-26 17:18:22,2021-10-02 06:15:40,2021-10-02 08:12:43,209087,8,1,2021-10-02 08:12:43,2021-10-02 08:12:43,True,NTFS file system
BagMRU\1\0\0\0\2\1\0,0,239,0,Desktop\My Computer\D:\source\repos\usb_forensic\USB_Forensic\USB_Forensic_Core\bin,Directory,bin,1,2021-09-18 09:59:16,2021-09-18 09:59:16,2021-09-19 08:54:28,2021-09-19 09:20:24,222277,58,1,,2021-09-19 09:20:24,True,NTFS file system
BagMRU\1\0\0\0\2\1\0\0,0,240,0,Desktop\My Computer\D:\source\repos\usb_forensic\USB_Forensic\USB_Forensic_Core\bin\Debug,Directory,Debug,1,2021-09-18 09:59:16,2021-09-18 09:59:16,2021-09-19 08:54:28,2021-09-19 09:20:24,225846,5,1,,2021-09-19 09:20:24,True,NTFS file system
BagMRU\1\0\0\0\2\1\0\0\0,0,241,0,Desktop\My Computer\D:\source\repos\usb_forensic\USB_Forensic\USB_Forensic_Core\bin\Debug\net5.0,Directory,net5.0,0,2021-09-18 09:59:16,2021-09-19 09:14:02,2021-09-19 09:14:02,2021-09-19 09:20:25,225847,4,1,2021-09-19 09:20:25,2021-09-19 09:20:25,True,NTFS file system
BagMRU\1\0\0\0\2\4,0,361,0,Desktop\My Computer\D:\source\repos\usb_forensic\Sources&IoCs\IoCs,Directory,IoCs,0,2021-10-02 20:02:16,2021-10-02 20:02:16,2021-10-02 20:02:16,2021-10-03 17:38:49,221969,10,1,2021-10-02 20:02:24,2021-10-03 17:38:49,True,NTFS file system
BagMRU\1\0\0\0\2\4,1,364,4,Desktop\My Computer\D:\source\repos\usb_forensic\Sources&IoCs\LNKs,Directory,LNKs,0,2021-10-03 16:40:34,2021-10-03 16:40:34,2021-10-03 16:40:36,2021-10-03 17:38:49,425715,2,1,2021-10-03 16:40:48,,True,NTFS file system
BagMRU\1\0\0\0\2\4,2,365,2,Desktop\My Computer\D:\source\repos\usb_forensic\Sources&IoCs\Amcache,Directory,Amcache,0,2021-10-02 08:14:12,2021-10-02 08:14:18,2021-10-03 16:37:22,2021-10-03 17:38:49,221106,7,1,2021-10-03 16:41:04,,True,NTFS file system
BagMRU\1\0\0\0\2\4,3,366,3,Desktop\My Computer\D:\source\repos\usb_forensic\Sources&IoCs\SRUM,Directory,SRUM,0,2021-10-02 08:13:14,2021-10-02 08:13:46,2021-10-03 16:37:22,2021-10-03 17:38:49,221104,7,1,2021-10-03 16:46:57,,True,NTFS file system
BagMRU\1\0\0\0\2\4,4,367,1,Desktop\My Computer\D:\source\repos\usb_forensic\Sources&IoCs\JumpLists,Directory,JumpLists,0,2021-10-03 16:52:40,2021-10-03 16:52:40,2021-10-03 16:52:40,2021-10-03 17:38:49,425719,2,1,2021-10-03 16:53:02,,True,NTFS file system
BagMRU\1\0\0\0\3,0,269,0,Desktop\My Computer\D:\source\repos\InfoSec_Labs\PDn,Directory,PDn,1,2021-09-22 20:04:50,2021-09-22 20:05:00,2021-09-23 15:24:48,2021-10-03 08:06:55,221750,27,1,,2021-10-03 08:06:55,True,NTFS file system
BagMRU\1\0\0\0\3,1,270,1,Desktop\My Computer\D:\source\repos\InfoSec_Labs\Utilities,Directory,Utilities,1,2021-09-24 16:35:48,2021-09-24 16:35:48,2021-09-24 16:35:48,2021-10-03 08:06:55,221013,21,1,,,True,NTFS file system
BagMRU\1\0\0\0\3,2,276,2,Desktop\My Computer\D:\source\repos\InfoSec_Labs\REZAS,Directory,REZAS,1,2021-09-22 20:05:02,2021-09-22 20:05:06,2021-09-24 16:35:54,2021-10-03 08:06:55,221752,8,1,,,True,NTFS file system
BagMRU\1\0\0\0\3\0,0,277,0,Desktop\My Computer\D:\source\repos\InfoSec_Labs\PDn\NPAs,Directory,NPAs,2,2021-09-18 05:50:56,2021-09-21 18:32:50,2021-09-24 16:35:38,2021-09-24 16:54:48,9024,3,1,,2021-09-24 16:54:48,True,NTFS file system
BagMRU\1\0\0\0\3\0\0,0,278,0,Desktop\My Computer\D:\source\repos\InfoSec_Labs\PDn\NPAs\Texts,Directory,Texts,0,2021-09-21 16:33:48,2021-09-21 18:32:34,2021-09-24 16:39:54,2021-10-03 10:57:31,204552,7,1,2021-09-24 16:54:50,2021-10-03 10:57:31,True,NTFS file system
BagMRU\1\0\0\0\3\0\0,1,279,1,Desktop\My Computer\D:\source\repos\InfoSec_Labs\PDn\NPAs\PDFs,Directory,PDFs,0,2021-09-21 17:58:52,2021-09-21 18:32:50,2021-09-24 16:39:54,2021-10-03 10:57:31,222047,4,1,2021-09-24 17:17:27,,True,NTFS file system
BagMRU\1\0\0\0\3\1,0,271,0,Desktop\My Computer\D:\source\repos\InfoSec_Labs\Utilities\Helper,Directory,Helper,1,2021-09-24 16:38:00,2021-09-24 16:38:04,2021-09-24 16:38:04,2021-09-24 16:54:20,204587,42,1,,2021-09-24 16:54:20,True,NTFS file system
BagMRU\1\0\0\0\3\1\0,0,272,0,Desktop\My Computer\D:\source\repos\InfoSec_Labs\Utilities\Helper\Helper,Directory,Helper,1,2021-09-24 16:38:00,2021-09-24 16:39:18,2021-09-24 16:39:18,2021-09-24 16:54:21,222275,3,1,,2021-09-24 16:54:21,True,NTFS file system
