SourceFile,SourceCreated,SourceModified,SourceAccessed,AppId,AppIdDescription,DestListVersion,LastUsedEntryNumber,MRU,EntryNumber,CreationTime,LastModified,Hostname,MacAddress,Path,InteractionCount,PinStatus,FileBirthDroid,FileDroid,VolumeBirthDroid,VolumeDroid,TargetCreated,TargetModified,TargetAccessed,FileSize,RelativePath,WorkingDirectory,FileAttributes,HeaderFlags,DriveType,VolumeSerialNumber,VolumeLabel,LocalPath,CommonPath,TargetIDAbsolutePath,TargetMFTEntryNumber,TargetMFTSequenceNumber,MachineID,MachineMACAddress,TrackerCreatedOn,ExtraBlocksPresent,Arguments,Notes
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,114,5C,,9/14/2021 15:33,,,E:\5 курс\SequenceDiagram.drawio,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink","Removable storage media (Floppy, USB)",46194114,SANDISK USB,E:\5 курс\SequenceDiagram.drawio,,My Computer\E:\5 курс\SequenceDiagram.drawio,0x0,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,115,58,9/12/2021 9:17,9/14/2021 12:39,敤歳潴⵰ㄹ畧㜱8,00:d8:61:2e:91:83,D:\Downloads\Old\Forensic.zip,1,FALSE,4642c2e0-13aa-11ec-b8b2-00d8612e9183,4642c2e0-13aa-11ec-b8b2-00d8612e9183,a3e2821e-fd5c-43e4-aa05-905e3820ed18,a3e2821e-fd5c-43e4-aa05-905e3820ed18,9/14/2021 12:39,9/14/2021 12:39,9/19/2021 7:06,6335,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\Downloads\Old\Forensic.zip,,My Computer\D:\Downloads\Old\Forensic.zip,0x0,,desktop-91gu178,00:d8:61:2e:91:83,9/12/2021 9:17,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,116,4F,9/12/2021 9:17,9/13/2021 10:08,敤歳潴⵰ㄹ畧㜱8,00:d8:61:2e:91:83,C:\Users\Klim\Desktop\Forensic\registryDirs.txt,6,FALSE,4642b6f3-13aa-11ec-b8b2-00d8612e9183,4642b6f3-13aa-11ec-b8b2-00d8612e9183,d5321a3e-bf64-4c58-affa-6bd383a99b56,d5321a3e-bf64-4c58-affa-6bd383a99b56,9/12/2021 9:23,9/12/2021 10:06,9/12/2021 10:56,551,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),14172ECA,,C:\Users\Klim\Desktop\Forensic\registryDirs.txt,,My Computer\Desktop\Forensic\registryDirs.txt,0x3D82,0x13E,desktop-91gu178,00:d8:61:2e:91:83,9/12/2021 9:17,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,117,53,9/12/2021 9:17,9/12/2021 13:43,敤歳潴⵰ㄹ畧㜱8,00:d8:61:2e:91:83,C:\Users\Klim\Desktop\Forensic\Microsoft-Windows-Kernel-PnP%4Configuration.evtx,2,FALSE,4642b85a-13aa-11ec-b8b2-00d8612e9183,4642b85a-13aa-11ec-b8b2-00d8612e9183,d5321a3e-bf64-4c58-affa-6bd383a99b56,d5321a3e-bf64-4c58-affa-6bd383a99b56,9/12/2021 9:41,9/12/2021 10:17,9/12/2021 10:53,1052672,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),14172ECA,,C:\Users\Klim\Desktop\Forensic\Microsoft-Windows-Kernel-PnP%4Configuration.evtx,,My Computer\C:\Users\Klim\Desktop\Forensic\Microsoft-Windows-Kernel-PnP%4Configuration.evtx,0x59B,0x3C,desktop-91gu178,00:d8:61:2e:91:83,9/12/2021 9:17,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,118,54,9/12/2021 9:17,9/12/2021 13:39,敤歳潴⵰ㄹ畧㜱8,00:d8:61:2e:91:83,C:\Users\Klim\Desktop\Forensic\SanDisk Ultra USB Device_useLogs.txt,2,FALSE,4642bbc9-13aa-11ec-b8b2-00d8612e9183,4642bbc9-13aa-11ec-b8b2-00d8612e9183,d5321a3e-bf64-4c58-affa-6bd383a99b56,d5321a3e-bf64-4c58-affa-6bd383a99b56,9/12/2021 13:31,9/12/2021 13:39,9/12/2021 13:39,11558,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),14172ECA,,C:\Users\Klim\Desktop\Forensic\SanDisk Ultra USB Device_useLogs.txt,,My Computer\C:\Users\Klim\Desktop\Forensic\SanDisk Ultra USB Device_useLogs.txt,0x9B,0x42,desktop-91gu178,00:d8:61:2e:91:83,9/12/2021 9:17,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,119,52,9/12/2021 9:17,9/12/2021 10:11,敤歳潴⵰ㄹ畧㜱8,00:d8:61:2e:91:83,C:\Users\Klim\Desktop\Forensic\setupapi.dev.log,1,FALSE,4642b831-13aa-11ec-b8b2-00d8612e9183,4642b831-13aa-11ec-b8b2-00d8612e9183,d5321a3e-bf64-4c58-affa-6bd383a99b56,d5321a3e-bf64-4c58-affa-6bd383a99b56,9/12/2021 9:38,9/12/2021 9:18,9/12/2021 9:38,3404536,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),14172ECA,,C:\Users\Klim\Desktop\Forensic\setupapi.dev.log,,My Computer\C:\Users\Klim\Desktop\Forensic\setupapi.dev.log,0x61B,0x52,desktop-91gu178,00:d8:61:2e:91:83,9/12/2021 9:17,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,120,4E,,9/7/2021 17:27,,,D:\For VirtualBox\Windows Victim.ova,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\For VirtualBox\Windows Victim.ova,,My Computer\D:\For VirtualBox\Windows Victim.ova,0x0,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,121,4D,,9/7/2021 16:40,,,D:\For VirtualBox\Windows.iso,2,FALSE,,,,,9/7/2021 16:39,9/7/2021 16:39,9/7/2021 16:39,261160960,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\For VirtualBox\Windows.iso,,My Computer\D:\For VirtualBox\Windows.iso,0x699E5,0x8,desktop-91gu178,00:d8:61:2e:91:83,9/4/2021 16:01,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,122,4C,9/4/2021 16:01,9/7/2021 9:17,敤歳潴⵰ㄹ畧㜱8,00:d8:61:2e:91:83,D:\Downloads\Old\Oracle_VM_VirtualBox_Extension_Pack-6.1.26.vbox-extpack,1,FALSE,67d1c31e-0d99-11ec-b8b1-00d8612e9183,67d1c31e-0d99-11ec-b8b1-00d8612e9183,a3e2821e-fd5c-43e4-aa05-905e3820ed18,a3e2821e-fd5c-43e4-aa05-905e3820ed18,9/7/2021 9:17,9/7/2021 9:17,9/7/2021 9:17,11134336,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\Downloads\Old\Oracle_VM_VirtualBox_Extension_Pack-6.1.26.vbox-extpack,,My Computer\D:\Downloads\Old\Oracle_VM_VirtualBox_Extension_Pack-6.1.26.vbox-extpack,0x0,,desktop-91gu178,00:d8:61:2e:91:83,9/4/2021 16:01,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,123,4B,9/4/2021 16:01,9/7/2021 9:03,敤歳潴⵰ㄹ畧㜱8,00:d8:61:2e:91:83,D:\Downloads\Old\kali-linux-2021.2-virtualbox-amd64.ova,1,FALSE,67d1c2cc-0d99-11ec-b8b1-00d8612e9183,67d1c2cc-0d99-11ec-b8b1-00d8612e9183,a3e2821e-fd5c-43e4-aa05-905e3820ed18,a3e2821e-fd5c-43e4-aa05-905e3820ed18,9/7/2021 8:26,9/7/2021 8:46,9/7/2021 9:05,3990536704,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\Downloads\Old\kali-linux-2021.2-virtualbox-amd64.ova,,My Computer\D:\Downloads\Old\kali-linux-2021.2-virtualbox-amd64.ova,0x0,,desktop-91gu178,00:d8:61:2e:91:83,9/4/2021 16:01,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,124,48,,8/22/2021 17:19,,,D:\Downloads\Old\Заявление_Четвериков.doc,6,FALSE,,,,,8/16/2021 12:02,8/17/2021 9:47,9/21/2021 17:29,34304,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\Downloads\Old\Заявление_Четвериков.doc,,My Computer\D:\Downloads\Old\Заявление_Четвериков.doc,0x0,,desktop-91gu178,00:1a:7d:da:71:05,8/15/2021 19:16,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,125,4A,8/15/2021 19:16,8/16/2021 14:14,敤歳潴⵰ㄹ畧㜱8,00:1a:7d:da:71:05,D:\Downloads\Old\boost_1_77_0.zip,1,FALSE,5690724e-fdfd-11eb-b8b0-001a7dda7105,5690724e-fdfd-11eb-b8b0-001a7dda7105,a3e2821e-fd5c-43e4-aa05-905e3820ed18,a3e2821e-fd5c-43e4-aa05-905e3820ed18,8/16/2021 14:08,8/16/2021 14:12,9/19/2021 7:06,190689470,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\Downloads\Old\boost_1_77_0.zip,,My Computer\D:\Downloads\Old\boost_1_77_0.zip,0x0,,desktop-91gu178,00:1a:7d:da:71:05,8/15/2021 19:16,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,126,49,8/15/2021 19:16,8/16/2021 14:00,敤歳潴⵰ㄹ畧㜱8,00:1a:7d:da:71:05,D:\Downloads\Old\ninja-win.zip,1,FALSE,56906fda-fdfd-11eb-b8b0-001a7dda7105,56906fda-fdfd-11eb-b8b0-001a7dda7105,a3e2821e-fd5c-43e4-aa05-905e3820ed18,a3e2821e-fd5c-43e4-aa05-905e3820ed18,8/16/2021 14:00,8/16/2021 14:00,9/19/2021 7:06,262670,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\Downloads\Old\ninja-win.zip,,My Computer\D:\Downloads\Old\ninja-win.zip,0x0,,desktop-91gu178,00:1a:7d:da:71:05,8/15/2021 19:16,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,127,45,8/2/2021 21:59,8/16/2021 12:02,敤歳潴⵰ㄹ畧㜱8,00:1a:7d:da:71:05,D:\Downloads\Old\восстановление_при_отч.doc,6,FALSE,da5a591b-f3dc-11eb-b8af-001a7dda7105,da5a591b-f3dc-11eb-b8af-001a7dda7105,a3e2821e-fd5c-43e4-aa05-905e3820ed18,a3e2821e-fd5c-43e4-aa05-905e3820ed18,8/14/2021 13:13,8/15/2021 19:16,9/21/2021 17:29,33792,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\Downloads\Old\восстановление_при_отч.doc,,My Computer\D:\Downloads\Old\восстановление_при_отч.doc,0x0,,desktop-91gu178,00:1a:7d:da:71:05,8/2/2021 21:59,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,128,47,8/14/2021 21:26,8/15/2021 19:18,敤歳潴⵰ㄹ畧㜱8,00:1a:7d:da:71:05,D:\Univer\HTTPSniffer\HTTPSniffer.sln,3,FALSE,4c09db6f-fd46-11eb-b8af-001a7dda7105,4c09db6f-fd46-11eb-b8af-001a7dda7105,a3e2821e-fd5c-43e4-aa05-905e3820ed18,a3e2821e-fd5c-43e4-aa05-905e3820ed18,5/24/2011 8:03,8/15/2021 19:11,8/15/2021 19:18,3436,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\Univer\HTTPSniffer\HTTPSniffer.sln,,My Computer\D:\Univer\HTTPSniffer\HTTPSniffer.sln,0x36702,0xE,desktop-91gu178,00:1a:7d:da:71:05,8/14/2021 21:26,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,129,46,8/14/2021 21:26,8/15/2021 19:07,敤歳潴⵰ㄹ畧㜱8,00:1a:7d:da:71:05,D:\Downloads\Old\HTTPSniffer.zip,1,FALSE,4c09db56-fd46-11eb-b8af-001a7dda7105,4c09db56-fd46-11eb-b8af-001a7dda7105,a3e2821e-fd5c-43e4-aa05-905e3820ed18,a3e2821e-fd5c-43e4-aa05-905e3820ed18,8/15/2021 19:07,8/15/2021 19:07,9/19/2021 7:06,107820,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\Downloads\Old\HTTPSniffer.zip,,My Computer\D:\Downloads\Old\HTTPSniffer.zip,0x0,,desktop-91gu178,00:1a:7d:da:71:05,8/14/2021 21:26,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,130,42,7/17/2021 8:29,7/19/2021 14:18,敤歳潴⵰ㄹ畧㜱8,00:1a:7d:da:71:05,D:\Downloads\Old\BurovEliseiAndreevich_19072021140000_ru.pdf,1,FALSE,0da21e6d-e6d9-11eb-b8af-001a7dda7105,0da21e6d-e6d9-11eb-b8af-001a7dda7105,a3e2821e-fd5c-43e4-aa05-905e3820ed18,a3e2821e-fd5c-43e4-aa05-905e3820ed18,7/19/2021 9:43,7/19/2021 11:02,7/19/2021 14:18,198529,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\Downloads\Old\BurovEliseiAndreevich_19072021140000_ru.pdf,,My Computer\D:\Downloads\Old\BurovEliseiAndreevich_19072021140000_ru.pdf,0x0,,desktop-91gu178,00:1a:7d:da:71:05,7/17/2021 8:29,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,131,41,7/17/2021 8:29,7/19/2021 11:19,敤歳潴⵰ㄹ畧㜱8,00:1a:7d:da:71:05,D:\Downloads\Old\Filipp-BurovaElenaGrigorevna_19072021141000.pdf,1,FALSE,0da21a87-e6d9-11eb-b8af-001a7dda7105,0da21a87-e6d9-11eb-b8af-001a7dda7105,a3e2821e-fd5c-43e4-aa05-905e3820ed18,a3e2821e-fd5c-43e4-aa05-905e3820ed18,7/19/2021 9:43,7/19/2021 11:02,7/19/2021 14:18,162590,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\Downloads\Old\Filipp-BurovaElenaGrigorevna_19072021141000.pdf,,My Computer\D:\Downloads\Old\Filipp-BurovaElenaGrigorevna_19072021141000.pdf,0x0,,desktop-91gu178,00:1a:7d:da:71:05,7/17/2021 8:29,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,132,3E,7/17/2021 8:29,7/19/2021 11:19,敤歳潴⵰ㄹ畧㜱8,00:1a:7d:da:71:05,D:\Downloads\Old\Einreiseanmeldung.pdf,2,FALSE,0da219e2-e6d9-11eb-b8af-001a7dda7105,0da219e2-e6d9-11eb-b8af-001a7dda7105,a3e2821e-fd5c-43e4-aa05-905e3820ed18,a3e2821e-fd5c-43e4-aa05-905e3820ed18,7/19/2021 11:00,7/19/2021 11:00,7/19/2021 11:19,46403,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\Downloads\Old\Einreiseanmeldung.pdf,,My Computer\D:\Downloads\Old\Einreiseanmeldung.pdf,0x0,,desktop-91gu178,00:1a:7d:da:71:05,7/17/2021 8:29,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,133,40,7/17/2021 8:29,7/19/2021 11:19,敤歳潴⵰ㄹ畧㜱8,00:1a:7d:da:71:05,D:\Downloads\Old\Einreiseanmeldung (2).pdf,1,FALSE,0da21a3c-e6d9-11eb-b8af-001a7dda7105,0da21a3c-e6d9-11eb-b8af-001a7dda7105,a3e2821e-fd5c-43e4-aa05-905e3820ed18,a3e2821e-fd5c-43e4-aa05-905e3820ed18,7/19/2021 11:13,7/19/2021 11:13,8/7/2021 15:56,46408,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\Downloads\Old\Einreiseanmeldung (2).pdf,,My Computer\D:\Downloads\Old\Einreiseanmeldung (2).pdf,0x0,,desktop-91gu178,00:1a:7d:da:71:05,7/17/2021 8:29,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,134,3F,7/17/2021 8:29,7/19/2021 11:18,敤歳潴⵰ㄹ畧㜱8,00:1a:7d:da:71:05,D:\Downloads\Old\Einreiseanmeldung (1).pdf,1,FALSE,0da21a14-e6d9-11eb-b8af-001a7dda7105,0da21a14-e6d9-11eb-b8af-001a7dda7105,a3e2821e-fd5c-43e4-aa05-905e3820ed18,a3e2821e-fd5c-43e4-aa05-905e3820ed18,7/19/2021 11:08,7/19/2021 11:08,7/19/2021 11:18,46386,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\Downloads\Old\Einreiseanmeldung (1).pdf,,My Computer\D:\Downloads\Old\Einreiseanmeldung (1).pdf,0x0,,desktop-91gu178,00:1a:7d:da:71:05,7/17/2021 8:29,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,135,3D,7/17/2021 8:29,7/19/2021 11:02,敤歳潴⵰ㄹ畧㜱8,00:1a:7d:da:71:05,D:\Downloads\Old\19-07-2021_13-43-21.zip,2,FALSE,0da2184d-e6d9-11eb-b8af-001a7dda7105,0da2184d-e6d9-11eb-b8af-001a7dda7105,a3e2821e-fd5c-43e4-aa05-905e3820ed18,a3e2821e-fd5c-43e4-aa05-905e3820ed18,7/19/2021 10:43,7/19/2021 10:43,9/19/2021 7:06,1064488,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\Downloads\Old\19-07-2021_13-43-21.zip,,My Computer\D:\Downloads\Old\19-07-2021_13-43-21.zip,0x0,,desktop-91gu178,00:1a:7d:da:71:05,7/17/2021 8:29,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,136,3C,7/7/2021 11:23,7/9/2021 7:50,敤歳潴⵰ㄹ畧㜱8,00:d8:61:2e:91:83,D:\Downloads\Old\2281-неправильно-попробуи-еще-раз.mp3,1,FALSE,c7f7c5b3-df15-11eb-b8aa-00d8612e9183,c7f7c5b3-df15-11eb-b8aa-00d8612e9183,a3e2821e-fd5c-43e4-aa05-905e3820ed18,a3e2821e-fd5c-43e4-aa05-905e3820ed18,7/9/2021 7:49,7/9/2021 7:49,9/21/2021 17:29,162492,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\Downloads\Old\2281-неправильно-попробуи-еще-раз.mp3,,My Computer\D:\Downloads\Old\2281-неправильно-попробуи-еще-раз.mp3,0x0,,desktop-91gu178,00:d8:61:2e:91:83,7/7/2021 11:23,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,5/25/2021 10:45,10/3/2021 16:43,10/3/2021 16:52,5f7b5f1e01b83767,Quick Access,4,349,137,3B,7/7/2021 11:23,7/7/2021 18:45,敤歳潴⵰ㄹ畧㜱8,00:d8:61:2e:91:83,D:\Streams\2021-07-07 22-45-10.mkv,1,FALSE,c7f7b3b0-df15-11eb-b8aa-00d8612e9183,c7f7b3b0-df15-11eb-b8aa-00d8612e9183,a3e2821e-fd5c-43e4-aa05-905e3820ed18,a3e2821e-fd5c-43e4-aa05-905e3820ed18,7/7/2021 18:45,7/7/2021 18:45,7/7/2021 18:45,6070923,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\Streams\2021-07-07 22-45-10.mkv,,My Computer\D:\Streams\2021-07-07 22-45-10.mkv,0x394EF,0x2,desktop-91gu178,00:d8:61:2e:91:83,7/7/2021 11:23,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
