SourceFile,SourceCreated,SourceModified,SourceAccessed,AppId,AppIdDescription,DestListVersion,LastUsedEntryNumber,MRU,EntryNumber,CreationTime,LastModified,Hostname,MacAddress,Path,InteractionCount,PinStatus,FileBirthDroid,FileDroid,VolumeBirthDroid,VolumeDroid,TargetCreated,TargetModified,TargetAccessed,FileSize,RelativePath,WorkingDirectory,FileAttributes,HeaderFlags,DriveType,VolumeSerialNumber,VolumeLabel,LocalPath,CommonPath,TargetIDAbsolutePath,TargetMFTEntryNumber,TargetMFTSequenceNumber,MachineID,MachineMACAddress,TrackerCreatedOn,ExtraBlocksPresent,Arguments,Notes
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,41,A1,,7/19/2021 11:32,,,ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=12432&WindowId=657822,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=12432&WindowId=657822,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,42,A0,,7/19/2021 11:31,,,ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=11000&WindowId=918984,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=11000&WindowId=918984,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,43,9F,,7/19/2021 9:41,,,ms-gamingoverlay://startuptips/?TitleId=1701961169&ProcessId=7140&WindowId=787696,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1701961169&ProcessId=7140&WindowId=787696,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,44,9E,,7/19/2021 9:39,,,ms-gamingoverlay://startuptips/?TitleId=1701961169&ProcessId=8276&WindowId=591020,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1701961169&ProcessId=8276&WindowId=591020,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,45,9D,,7/19/2021 8:30,,,ms-gamingoverlay://startuptips/?TitleId=1941566477&ProcessId=4248&WindowId=263492,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1941566477&ProcessId=4248&WindowId=263492,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,46,9C,,7/19/2021 7:45,,,ms-gamingoverlay://startuptips/?TitleId=1941566477&ProcessId=15316&WindowId=66720,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1941566477&ProcessId=15316&WindowId=66720,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,47,9B,,7/18/2021 18:03,,,ms-gamingoverlay://startuptips/?TitleId=1941566477&ProcessId=12432&WindowId=263144,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1941566477&ProcessId=12432&WindowId=263144,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,48,9A,,7/18/2021 16:33,,,ms-gamingoverlay://startuptips/?TitleId=1941566477&ProcessId=16404&WindowId=524638,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1941566477&ProcessId=16404&WindowId=524638,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,49,99,,7/18/2021 15:58,,,ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=5728&WindowId=525096,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=5728&WindowId=525096,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,50,98,,7/18/2021 15:58,,,ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=5728&WindowId=328816,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=5728&WindowId=328816,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,51,97,,7/18/2021 15:45,,,ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=11532&WindowId=197686,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=11532&WindowId=197686,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,52,96,,7/18/2021 15:45,,,ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=11532&WindowId=197562,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=11532&WindowId=197562,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,53,95,,7/17/2021 8:33,,,ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=13152&WindowId=66552,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=13152&WindowId=66552,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,54,94,,7/16/2021 11:59,,,ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=4788&WindowId=1114664,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=4788&WindowId=1114664,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,55,93,,7/16/2021 11:56,,,ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=19040&WindowId=590700,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=19040&WindowId=590700,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,56,92,,7/15/2021 19:32,,,ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=17100&WindowId=986686,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=17100&WindowId=986686,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,57,91,,7/15/2021 19:32,,,ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=17100&WindowId=3214806,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=17100&WindowId=3214806,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,58,90,,7/14/2021 15:11,,,ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=22404&WindowId=528298,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=22404&WindowId=528298,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,59,8F,,7/14/2021 13:55,,,ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=16768&WindowId=2558498,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=16768&WindowId=2558498,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,60,8E,,7/14/2021 13:49,,,ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=22088&WindowId=2427426,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=22088&WindowId=2427426,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,61,8D,,7/13/2021 17:45,,,ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=3868&WindowId=2885872,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=3868&WindowId=2885872,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,62,8C,,7/13/2021 13:48,,,ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=4904&WindowId=6556240,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=4904&WindowId=6556240,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,63,8B,,7/12/2021 18:15,,,ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=15716&WindowId=2034932,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=15716&WindowId=2034932,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,64,8A,,7/12/2021 18:15,,,ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=15716&WindowId=1444130,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=15716&WindowId=1444130,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,65,89,,7/12/2021 15:09,,,ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=6668&WindowId=5964712,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=6668&WindowId=5964712,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,66,88,,7/12/2021 15:00,,,ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=17148&WindowId=2295150,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=17148&WindowId=2295150,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,67,87,,7/12/2021 13:56,,,ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=22076&WindowId=1901934,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=22076&WindowId=1901934,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,68,86,,7/12/2021 13:52,,,ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=19200&WindowId=1051486,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=19200&WindowId=1051486,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,69,85,,7/12/2021 10:44,,,ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=7828&WindowId=2820182,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=7828&WindowId=2820182,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,70,84,,7/12/2021 6:08,,,ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=23140&WindowId=1050012,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=23140&WindowId=1050012,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,71,83,,7/11/2021 13:44,,,ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=17504&WindowId=198094,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=17504&WindowId=198094,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,72,82,,7/11/2021 12:11,,,ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=11744&WindowId=263606,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=11744&WindowId=263606,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,73,81,,7/11/2021 12:11,,,ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=11744&WindowId=263522,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=11744&WindowId=263522,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,74,80,,7/11/2021 6:00,,,ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=12316&WindowId=329008,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=12316&WindowId=329008,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,75,7F,,7/11/2021 6:00,,,ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=12316&WindowId=263136,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=12316&WindowId=263136,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,76,7E,,7/10/2021 19:04,,,ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=11460&WindowId=2229792,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=11460&WindowId=2229792,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,77,7D,,7/10/2021 19:04,,,ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=11460&WindowId=1245286,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=11460&WindowId=1245286,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,78,7C,,7/10/2021 8:44,,,ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=5436&WindowId=328888,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=5436&WindowId=328888,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,79,7B,,7/10/2021 7:20,,,ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=10612&WindowId=263426,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=10612&WindowId=263426,,,,,,PropertyStoreDataBlock,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,5/26/2021 8:53,10/1/2021 13:07,10/3/2021 16:52,dd7c3b1adb1c168b,Microsoft Game Bar,4,200,80,7A,,7/10/2021 7:20,,,ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=10612&WindowId=328854,1,FALSE,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1816891279&ProcessId=10612&WindowId=328854,,,,,,PropertyStoreDataBlock,,
