SourceFile,SourceCreated,SourceModified,SourceAccessed,AppId,AppIdDescription,DestListVersion,LastUsedEntryNumber,MRU,EntryNumber,CreationTime,LastModified,Hostname,MacAddress,Path,InteractionCount,PinStatus,FileBirthDroid,FileDroid,VolumeBirthDroid,VolumeDroid,TargetCreated,TargetModified,TargetAccessed,FileSize,RelativePath,WorkingDirectory,FileAttributes,HeaderFlags,DriveType,VolumeSerialNumber,VolumeLabel,LocalPath,CommonPath,TargetIDAbsolutePath,TargetMFTEntryNumber,TargetMFTSequenceNumber,MachineID,MachineMACAddress,TrackerCreatedOn,ExtraBlocksPresent,Arguments,Notes
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\b8ab77100df80ab2.automaticDestinations-ms,2021-09-14 17:07:52,2021-09-14 17:15:46,2021-09-14 17:21:43,b8ab77100df80ab2,Microsoft Office Excel x64,4,2,0,2,2021-09-12 09:17:38,2021-09-14 17:15:46,敤歳潴⵰ㄹ畧㜱8,00:d8:61:2e:91:83,D:\source\repos\usb_forensic\20210914211537_LECmd_Output.csv,1,False,4642cbf6-13aa-11ec-b8b2-00d8612e9183,4642cbf6-13aa-11ec-b8b2-00d8612e9183,a3e2821e-fd5c-43e4-aa05-905e3820ed18,a3e2821e-fd5c-43e4-aa05-905e3820ed18,2021-09-14 17:15:37,2021-09-14 17:15:37,2021-09-14 17:15:37,5892,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\source\repos\usb_forensic\20210914211537_LECmd_Output.csv,,My Computer\D:\source\repos\usb_forensic\20210914211537_LECmd_Output.csv,0x6A582,0x3,desktop-91gu178,00:d8:61:2e:91:83,2021-09-12 09:17:38,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\b8ab77100df80ab2.automaticDestinations-ms,2021-09-14 17:07:52,2021-09-14 17:15:46,2021-09-14 17:21:43,b8ab77100df80ab2,Microsoft Office Excel x64,4,2,1,1,2021-09-12 09:17:38,2021-09-14 17:07:52,敤歳潴⵰ㄹ畧㜱8,00:d8:61:2e:91:83,D:\source\repos\usb_forensic\20210914210648_LECmd_Output.csv,1,False,4642cbcb-13aa-11ec-b8b2-00d8612e9183,4642cbcb-13aa-11ec-b8b2-00d8612e9183,a3e2821e-fd5c-43e4-aa05-905e3820ed18,a3e2821e-fd5c-43e4-aa05-905e3820ed18,2021-09-14 17:06:48,2021-09-14 17:06:48,2021-09-14 17:06:48,72740,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),BAD5F9B0,,D:\source\repos\usb_forensic\20210914210648_LECmd_Output.csv,,My Computer\D:\source\repos\usb_forensic\20210914210648_LECmd_Output.csv,0x6A580,0x3,desktop-91gu178,00:d8:61:2e:91:83,2021-09-12 09:17:38,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
