SourceFile,SourceCreated,SourceModified,SourceAccessed,TargetCreated,TargetModified,TargetAccessed,FileSize,RelativePath,WorkingDirectory,FileAttributes,HeaderFlags,DriveType,VolumeSerialNumber,VolumeLabel,LocalPath,NetworkPath,CommonPath,Arguments,TargetIDAbsolutePath,TargetMFTEntryNumber,TargetMFTSequenceNumber,MachineID,MachineMACAddress,MACVendor,TrackerCreatedOn,ExtraBlocksPresent
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=17148&WindowId=2295150.lnk,2021-07-12 15:00:25,2021-07-12 15:00:25,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=17148&WindowId=2295150,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=17448&WindowId=4327098.lnk,2021-08-23 12:55:50,2021-08-23 12:55:50,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=17448&WindowId=4327098,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=17504&WindowId=198094.lnk,2021-07-11 13:44:32,2021-07-11 13:44:32,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=17504&WindowId=198094,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=17708&WindowId=329392.lnk,2021-08-30 13:21:50,2021-08-30 13:21:50,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=17708&WindowId=329392,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=17736&WindowId=1706558.lnk,2021-07-19 16:10:37,2021-07-19 16:10:37,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=17736&WindowId=1706558,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=18016&WindowId=591294.lnk,2021-08-30 13:24:02,2021-08-30 13:24:02,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=18016&WindowId=591294,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=19040&WindowId=590700.lnk,2021-07-16 11:56:48,2021-07-16 11:56:48,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=19040&WindowId=590700,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=19108&WindowId=395126.lnk,2021-08-30 13:29:39,2021-08-30 13:29:39,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=19108&WindowId=395126,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=19140&WindowId=1640282.lnk,2021-08-17 09:50:08,2021-08-17 09:50:08,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=19140&WindowId=1640282,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=19196&WindowId=1115726.lnk,2021-07-31 20:17:18,2021-07-31 20:17:18,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=19196&WindowId=1115726,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=19200&WindowId=1051486.lnk,2021-07-12 13:52:29,2021-07-12 13:52:29,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=19200&WindowId=1051486,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=19328&WindowId=526050.lnk,2021-08-30 13:26:18,2021-08-30 13:26:18,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=19328&WindowId=526050,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=21608&WindowId=199508.lnk,2021-07-22 18:10:18,2021-07-22 18:10:18,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=21608&WindowId=199508,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=22076&WindowId=1901934.lnk,2021-07-12 13:56:11,2021-07-12 13:56:11,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=22076&WindowId=1901934,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=22088&WindowId=2427426.lnk,2021-07-14 13:49:17,2021-07-14 13:49:17,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=22088&WindowId=2427426,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=22404&WindowId=528298.lnk,2021-07-14 15:11:16,2021-07-14 15:11:16,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=22404&WindowId=528298,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=22872&WindowId=1246348.lnk,2021-09-06 17:02:41,2021-09-06 17:02:41,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=22872&WindowId=1246348,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=23140&WindowId=1050012.lnk,2021-07-12 06:08:51,2021-07-12 06:08:51,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=23140&WindowId=1050012,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=3868&WindowId=2885872.lnk,2021-07-13 17:45:36,2021-07-13 17:45:36,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=3868&WindowId=2885872,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=4064&WindowId=658114.lnk,2021-07-19 16:36:45,2021-07-19 16:36:45,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=4064&WindowId=658114,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=45740&WindowId=1901360.lnk,2021-08-05 02:46:05,2021-08-05 02:46:05,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=45740&WindowId=1901360,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=4788&WindowId=1114664.lnk,2021-07-16 11:59:06,2021-07-16 11:59:06,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=4788&WindowId=1114664,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=47964&WindowId=790316.lnk,2021-08-02 12:00:00,2021-08-02 12:00:00,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=47964&WindowId=790316,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=4904&WindowId=6556240.lnk,2021-07-13 13:48:29,2021-07-13 13:48:29,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=4904&WindowId=6556240,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=4976&WindowId=1249046.lnk,2021-08-01 10:14:32,2021-08-01 10:14:32,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=4976&WindowId=1249046,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=5436&WindowId=328888.lnk,2021-07-10 08:44:04,2021-07-10 08:44:04,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=5436&WindowId=328888,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=60332&WindowId=85985490.lnk,2021-08-03 04:18:47,2021-08-03 04:18:47,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=60332&WindowId=85985490,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=6252&WindowId=1706274.lnk,2021-08-01 18:36:28,2021-08-01 18:36:28,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=6252&WindowId=1706274,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=6360&WindowId=2688290.lnk,2021-08-16 12:23:52,2021-08-16 12:23:52,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=6360&WindowId=2688290,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=65272&WindowId=2623832.lnk,2021-08-02 22:28:54,2021-08-02 22:28:54,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=65272&WindowId=2623832,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=6668&WindowId=5964712.lnk,2021-07-12 15:09:36,2021-07-12 15:09:36,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=6668&WindowId=5964712,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=66724&WindowId=289147088.lnk,2021-08-02 16:53:52,2021-08-02 16:53:52,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=66724&WindowId=289147088,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=7744&WindowId=460536.lnk,2021-08-30 13:22:42,2021-08-30 13:22:42,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=7744&WindowId=460536,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=7828&WindowId=2820182.lnk,2021-07-12 10:44:54,2021-07-12 10:44:54,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=7828&WindowId=2820182,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=9008&WindowId=591146.lnk,2021-07-20 17:48:31,2021-07-20 17:48:31,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1879366078&ProcessId=9008&WindowId=591146,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1941566477&ProcessId=12432&WindowId=263144.lnk,2021-07-18 18:03:45,2021-07-18 18:03:45,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1941566477&ProcessId=12432&WindowId=263144,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1941566477&ProcessId=15316&WindowId=66720.lnk,2021-07-19 07:45:04,2021-07-19 07:45:04,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1941566477&ProcessId=15316&WindowId=66720,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1941566477&ProcessId=16404&WindowId=524638.lnk,2021-07-18 16:33:56,2021-07-18 16:33:56,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1941566477&ProcessId=16404&WindowId=524638,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1941566477&ProcessId=4248&WindowId=263492.lnk,2021-07-19 08:30:46,2021-07-19 08:30:46,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-gamingoverlay://startuptips/?TitleId=1941566477&ProcessId=4248&WindowId=263492,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-settings-connectabledevicesdevicediscovery (2).lnk,2021-08-16 11:57:00,2021-08-24 13:43:03,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-settings-connectabledevices:devicediscovery,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-settings-connectabledevicesdevicediscovery (3).lnk,2021-08-30 13:11:10,2021-09-06 16:21:38,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-settings-connectabledevices:devicediscovery,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-settings-connectabledevicesdevicediscovery.lnk,2021-07-07 15:50:05,2021-08-14 21:29:15,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-settings-connectabledevices:devicediscovery,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-settings-displays-topologyprojection.lnk,2021-07-11 18:21:06,2021-09-06 18:02:09,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-settings-displays-topology:projection,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-settingssound (2).lnk,2021-07-08 08:05:29,2021-07-11 13:42:59,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-settings:sound,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ms-settingssound.lnk,2021-07-07 15:50:31,2021-07-07 16:00:57,2021-09-14 17:06:48,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-settings:sound,,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ninja-win.zip.lnk,2021-08-16 14:00:52,2021-08-16 14:00:52,2021-09-14 17:06:48,2021-08-16 14:00:51,2021-08-16 14:00:51,2021-08-16 14:00:52,262670,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),BAD5F9B0,,D:\Downloads\ninja-win.zip,,,,My Computer\D:\Downloads\ninja-win.zip,0x0,,desktop-91gu178,00:1a:7d:da:71:05,CYBER-BLUE,2021-08-15 19:16:48,"TrackerDataBaseBlock, PropertyStoreDataBlock"
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\ninja.lnk,2021-08-16 14:06:06,2021-08-16 14:06:06,2021-09-14 17:06:48,2021-08-16 14:06:02,2021-08-16 14:06:02,2021-08-16 14:06:02,0,,,FileAttributeDirectory,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),BAD5F9B0,,D:\ninja,,,,My Computer\D:\ninja,0x3F60F,0x2,desktop-91gu178,00:1a:7d:da:71:05,CYBER-BLUE,2021-08-15 19:16:48,"TrackerDataBaseBlock, PropertyStoreDataBlock"
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\Pics.lnk,2021-09-14 16:33:39,2021-09-14 16:33:39,2021-09-14 17:06:48,2021-09-04 08:12:33,2021-09-04 08:12:33,2021-09-04 08:12:32,0,,,FileAttributeDirectory,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking","Removable storage media (Floppy, USB)",46194114,SANDISK USB,E:\5 курс\С09-361-1\Pics,,,,E:\\5 курс\С09-361-1\Pics,0x8F719240,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\registryDirs.txt.lnk,2021-09-12 09:23:44,2021-09-13 10:08:44,2021-09-14 17:06:48,2021-09-12 09:23:32,2021-09-12 10:06:07,2021-09-12 10:56:34,551,..\..\..\..\..\Desktop\Forensic\registryDirs.txt,C:\Users\Klim\Desktop\Forensic,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),14172ECA,,C:\Users\Klim\Desktop\Forensic\registryDirs.txt,,,,My Computer\Desktop\Forensic\registryDirs.txt,0x3D82,0x13E,desktop-91gu178,00:d8:61:2e:91:83,MICRO-STAR INTL,2021-09-12 09:17:38,"TrackerDataBaseBlock, PropertyStoreDataBlock"
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\registryDirsReserve.txt.lnk,2021-09-12 10:06:02,2021-09-12 10:06:02,2021-09-14 17:06:48,2021-09-12 10:05:14,2021-09-12 10:05:01,2021-09-12 10:05:15,1104,..\..\..\..\..\Desktop\Forensic\registryDirsReserve.txt,C:\Users\Klim\Desktop\Forensic,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),14172ECA,,C:\Users\Klim\Desktop\Forensic\registryDirsReserve.txt,,,,My Computer\Desktop\Forensic\registryDirsReserve.txt,0x44F3,0x2A,desktop-91gu178,00:d8:61:2e:91:83,MICRO-STAR INTL,2021-09-12 09:17:38,"TrackerDataBaseBlock, PropertyStoreDataBlock"
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\result.txt.lnk,2021-09-12 10:08:11,2021-09-12 10:12:37,2021-09-14 17:06:48,2021-09-12 10:07:52,2021-09-12 10:07:52,2021-09-12 10:09:08,1108,..\..\..\..\..\Desktop\Forensic\result.txt,C:\Users\Klim\Desktop\Forensic,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),14172ECA,,C:\Users\Klim\Desktop\Forensic\result.txt,,,,My Computer\Desktop\Forensic\result.txt,0xAF8,0x41,desktop-91gu178,00:d8:61:2e:91:83,MICRO-STAR INTL,2021-09-12 09:17:38,"TrackerDataBaseBlock, PropertyStoreDataBlock"
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\SanDisk Ultra USB Device_useLogs.txt.lnk,2021-09-12 13:32:18,2021-09-12 13:39:51,2021-09-14 17:06:48,2021-09-12 13:31:30,2021-09-12 13:39:44,2021-09-12 13:39:45,11558,..\..\..\..\..\Desktop\Forensic\SanDisk Ultra USB Device_useLogs.txt,C:\Users\Klim\Desktop\Forensic,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),14172ECA,,C:\Users\Klim\Desktop\Forensic\SanDisk Ultra USB Device_useLogs.txt,,,,My Computer\Desktop\Forensic\SanDisk Ultra USB Device_useLogs.txt,0x9B,0x42,desktop-91gu178,00:d8:61:2e:91:83,MICRO-STAR INTL,2021-09-12 09:17:38,"TrackerDataBaseBlock, PropertyStoreDataBlock"
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\SequenceDiagram.drawio.lnk,2021-09-14 15:33:59,2021-09-14 15:33:59,2021-09-14 17:06:48,,,,0,,E:\5 курс,0,"HasTargetIdList, HasLinkInfo, HasWorkingDir, IsUnicode, DisableKnownFolderTracking","Removable storage media (Floppy, USB)",46194114,SANDISK USB,E:\5 курс\SequenceDiagram.drawio,,,,E:\\5 курс\SequenceDiagram.drawio,0x0,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\SequenceDiagramExecution.jpg.lnk,2021-09-14 16:33:39,2021-09-14 16:33:39,2021-09-14 17:06:48,2021-09-14 16:33:36,2021-09-14 16:32:22,2021-09-14 16:33:36,51439,,E:\5 курс\С09-361-1\Pics,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasWorkingDir, IsUnicode, DisableKnownFolderTracking","Removable storage media (Floppy, USB)",46194114,SANDISK USB,E:\5 курс\С09-361-1\Pics\SequenceDiagramExecution.jpg,,,,E:\\5 курс\С09-361-1\Pics\SequenceDiagramExecution.jpg,0x90A50180,,,,,,
C:\Users\Klim\AppData\Roaming\Microsoft\Windows\Recent\setupapi.dev.log.lnk,2021-09-12 10:11:31,2021-09-12 10:11:31,2021-09-14 17:06:48,2021-09-12 09:38:29,2021-09-12 09:18:02,2021-09-12 09:38:29,3404536,..\..\..\..\..\Desktop\Forensic\setupapi.dev.log,C:\Users\Klim\Desktop\Forensic,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),14172ECA,,C:\Users\Klim\Desktop\Forensic\setupapi.dev.log,,,,My Computer\Desktop\Forensic\setupapi.dev.log,0x61B,0x52,desktop-91gu178,00:d8:61:2e:91:83,MICRO-STAR INTL,2021-09-12 09:17:38,"TrackerDataBaseBlock, PropertyStoreDataBlock"
