KeyName,LnkName,KeyLastWriteTimestamp
kaspersky passwo|7f71cbc58f6120e5,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Kaspersky Password Manager\Kaspersky Password Manager.lnk,2021-05-26 08:54:46
kaspersky passwo|baadcc336871175e,C:\Users\Public\Desktop\Kaspersky Password Manager.lnk,2021-05-26 08:54:47
kaspersky secure|95c66d4e5ea2d279,C:\Program Files (x86)\Kaspersky Lab\Kaspersky Secure Connection 5.3\StartMenu\ksde\Kaspersky Secure Connection\Kaspersky Secure Connection.lnk,2021-05-26 08:54:48
kaspersky secure|9d9f0e760d0ca819,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Kaspersky Secure Connection\Kaspersky Secure Connection.lnk,2021-05-26 08:54:46
kaspersky securi|3a5df737d44a8742,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Kaspersky Security Cloud\Kaspersky Security Cloud.lnk,2021-05-26 08:54:46
kaspersky securi|40cb808d51c57cd0,C:\Users\Public\Desktop\Kaspersky Security Cloud.lnk,2021-05-26 08:54:47
kaspersky securi|77f93d406e9163,C:\Program Files (x86)\Kaspersky Lab\Kaspersky Security Cloud 21.3\StartMenu\saas\Kaspersky Security Cloud\Kaspersky Security Cloud.lnk,2021-05-26 08:54:48
kaspersky securi|84f3843f83bbdb79,C:\Program Files (x86)\Kaspersky Lab\Kaspersky Security Cloud 21.3\Desktop\saas\Kaspersky Security Cloud.lnk,2021-05-26 08:54:48
kaspersky total |abaea1b493a83c4d,C:\Program Files (x86)\Kaspersky Lab\Kaspersky Security Cloud 21.3\Desktop\pure\Kaspersky Total Security.lnk,2021-05-26 08:54:48
kaspersky total |b09205535cb4f54b,C:\Program Files (x86)\Kaspersky Lab\Kaspersky Security Cloud 21.3\StartMenu\pure\Kaspersky Total Security\Kaspersky Total Security.lnk,2021-05-26 08:54:48
linguist 6.1.2 (|3f865ba5e5b7d12,c:\users\klim\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Qt\6.1.2\MinGW 8.1.0 (64-bit)\Linguist 6.1.2 (MinGW 8.1.0 64-bit).lnk,2021-08-22 16:34:13
local disk (d) (|fce10a7caacbda1c,c:\users\klim\Desktop\Forensic\Recent\Local Disk (D) (3).lnk,2021-09-13 10:09:13
local disk (d) (|fd753993f36912ca,c:\users\klim\Desktop\Forensic\Recent\Local Disk (D) (2).lnk,2021-09-13 10:09:13
local disk (d).l|466377bf1be489c2,c:\users\klim\Desktop\Local Disk (D).lnk,2021-06-25 15:12:11
local disk (d).l|b410071c052ac547,c:\users\klim\Desktop\Forensic\Recent\Local Disk (D).lnk,2021-09-13 10:09:13
magnify.lnk|cb707a8a586dc71,c:\users\klim\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessibility\Magnify.lnk,2021-05-26 08:54:49
malwarebytes.lnk|4795b428c1a3a56e,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Malwarebytes.lnk,2021-06-29 14:41:27
malwarebytes.lnk|886598618e0e04de,C:\Users\Public\Desktop\Malwarebytes.lnk,2021-07-05 17:31:40
math input panel|984bf2fa2a87f169,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Math Input Panel.lnk,2021-05-26 08:54:41
memory diagnosti|feac8b8d8877aa2c,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Memory Diagnostics Tool.lnk,2021-05-26 08:54:41
microsoft azure |50e8c620d25da785,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft Azure\Microsoft Azure SDK for .NET\v2.9\Microsoft Azure Command Prompt - v2.9.lnk,2021-05-26 08:54:46
microsoft azure |568e97607871be3d,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft Azure\Emulator\Microsoft Azure Compute Emulator - v2.9.lnk,2021-05-26 08:54:46
microsoft azure |89c391be76e33da8,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft Azure\Microsoft Azure SDK for .NET\v2.9\Microsoft Azure HPC Scheduler SDK Content.lnk,2021-05-26 08:54:46
microsoft azure |d71b10b92d14444e,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft Azure\Storage Emulator\Microsoft Azure Storage Emulator - v5.10.lnk,2021-05-26 08:54:46
microsoft edge.l|175f76ca52d847af,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft Edge.lnk,2021-05-26 08:54:46
microsoft sql se|713ffc14a887f5c1,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft SQL Server Tools 18\Microsoft SQL Server Management Studio 18.lnk,2021-05-26 08:54:46
microsoft teams.|b5e81fc8667ea98a,c:\users\klim\Desktop\Microsoft Teams.lnk,2021-05-27 14:23:33
microsoft teams.|e71f7afdf80ab337,c:\users\klim\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Microsoft Teams.lnk,2021-05-27 14:23:33
microsoft-window|40c500f9d98b0a7d,c:\users\klim\Desktop\Forensic\Recent\Microsoft-Windows-Kernel-PnP%4Configuration.evtx.lnk,2021-09-13 10:09:13
ms-gamingoverlay|108c1425e52d03a0,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=4976&WindowId=1249046.lnk,2021-09-13 10:09:13
ms-gamingoverlay|14701c16815bdf67,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1872124110&ProcessId=13512&WindowId=6097694.lnk,2021-09-13 10:09:13
ms-gamingoverlay|1d2a6cb1884e03ad,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=66724&WindowId=289147088.lnk,2021-09-13 10:09:13
ms-gamingoverlay|1f4896cbac567a64,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=10064&WindowId=1377902.lnk,2021-09-13 10:09:13
ms-gamingoverlay|2133012b86f7d30f,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=17504&WindowId=198094.lnk,2021-09-13 10:09:13
ms-gamingoverlay|227bf6b13089601f,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1941566477&ProcessId=4248&WindowId=263492.lnk,2021-09-13 10:09:13
ms-gamingoverlay|22a37f48b618b4fa,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=15048&WindowId=3606668.lnk,2021-09-13 10:09:13
ms-gamingoverlay|26871528629fc6b5,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1701961169&ProcessId=8276&WindowId=591020.lnk,2021-09-13 10:09:13
ms-gamingoverlay|27fc9eb9768a214d,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1872124110&ProcessId=18056&WindowId=5243934.lnk,2021-09-13 10:09:13
ms-gamingoverlay|2bab693e55f51f5e,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=65272&WindowId=2623832.lnk,2021-09-13 10:09:13
ms-gamingoverlay|2be33d92c7763cab,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1872124110&ProcessId=12516&WindowId=5179496.lnk,2021-09-13 10:09:13
ms-gamingoverlay|2d557914958ba7e7,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=4904&WindowId=6556240.lnk,2021-09-13 10:09:13
ms-gamingoverlay|2e72d8a8da018223,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=11776&WindowId=1772014.lnk,2021-09-13 10:09:13
ms-gamingoverlay|2f000d2539a60fce,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=18016&WindowId=591294.lnk,2021-09-13 10:09:13
ms-gamingoverlay|32f3bec8605a95c3,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=19108&WindowId=395126.lnk,2021-09-13 10:09:13
ms-gamingoverlay|37fd988145c97d96,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1816891279&ProcessId=15748&WindowId=786970.lnk,2021-09-13 10:09:13
ms-gamingoverlay|38b22adf6789b0d2,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1701961169&ProcessId=18512&WindowId=920128.lnk,2021-09-13 10:09:13
