Id,Timestamp,UserId,AppId,ExeInfo,ExeInfoDescription,ExeTimestamp,SidType,Sid,UserName,StartTime,EndTime,Flags,Duration
15,2021-09-12 11:19:00,4,76,C100,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 10:46:00.0170827,2021-09-12 10:47:00.0094200,0,00:00:59.9923373
16,2021-09-12 11:19:00,4,63,C103,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 10:21:00.0133210,2021-09-12 10:24:00.0112427,0,00:02:59.9979217
17,2021-09-12 11:19:00,4,75,C104,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 10:21:00.0133210,2021-09-12 10:24:00.0112427,0,00:02:59.9979217
18,2021-09-12 11:19:00,4,66,C102,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 10:19:00.0124644,2021-09-12 10:24:00.0112427,0,00:04:59.9987783
19,2021-09-12 11:19:00,4,526,C113,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 10:19:00.0124644,2021-09-12 10:20:00.0102039,0,00:00:59.9977395
20,2021-09-12 11:19:00,4,67,C115,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 10:19:00.0124644,2021-09-12 10:24:00.0112427,0,00:04:59.9987783
21,2021-09-12 11:19:00,4,70,C101,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 10:19:00.0124644,2021-09-12 10:54:00.0107140,0,00:34:59.9982496
22,2021-09-12 11:19:00,4,71,C105,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 10:19:00.0124644,2021-09-12 10:24:00.0112427,0,00:04:59.9987783
23,2021-09-12 11:19:00,4,65,C119,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 10:19:00.0124644,2021-09-12 10:20:00.0102039,0,00:00:59.9977395
24,2021-09-12 11:19:00,4,74,C127,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 10:19:00.0124644,2021-09-12 10:24:00.0112427,0,00:04:59.9987783
25,2021-09-12 11:19:00,4,69,C107,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 10:19:00.0124644,2021-09-12 10:20:00.0102039,0,00:00:59.9977395
26,2021-09-12 11:19:00,4,68,U,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 10:19:00.0124644,2021-09-12 10:43:00.0053596,0,00:23:59.9928952
27,2021-09-12 11:19:00,4,73,C114,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 10:19:00.0124644,2021-09-12 10:54:00.0107140,0,00:34:59.9982496
28,2021-09-12 11:19:00,4,72,C125,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 10:19:00.0124644,2021-09-12 10:24:00.0112427,0,00:04:59.9987783
29,2021-09-12 12:20:00,4,70,C101,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 11:48:00.0123902,2021-09-12 11:49:00.0162075,0,00:01:00.0038173
30,2021-09-12 12:20:00,4,76,C100,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 11:19:00.0088955,2021-09-12 11:20:00.0065141,0,00:00:59.9976186
31,2021-09-12 13:21:00,4,76,C100,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 12:32:00.0174632,2021-09-12 12:56:00.0062798,0,00:23:59.9888166
32,2021-09-12 13:21:00,4,73,C114,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 12:32:00.0174632,2021-09-12 12:33:00.0047543,0,00:00:59.9872911
33,2021-09-12 13:21:00,4,71,C105,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 12:32:00.0174632,2021-09-12 12:33:00.0047543,0,00:00:59.9872911
34,2021-09-12 13:21:00,4,70,C101,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 12:32:00.0174632,2021-09-12 12:33:00.0047543,0,00:00:59.9872911
35,2021-09-12 14:22:00,4,63,C103,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 13:47:00.0029231,2021-09-12 14:07:00.0144228,0,00:20:00.0114997
36,2021-09-12 14:22:00,4,64,C112,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 13:47:00.0029231,2021-09-12 13:48:00.0172865,0,00:01:00.0143634
37,2021-09-12 14:22:00,4,75,C104,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 13:47:00.0029231,2021-09-12 14:07:00.0144228,0,00:20:00.0114997
38,2021-09-12 14:22:00,4,76,C100,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 13:41:00.0067600,2021-09-12 13:42:00.0038512,0,00:00:59.9970912
39,2021-09-12 14:22:00,4,66,C102,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 13:27:00.0086217,2021-09-12 14:07:00.0144228,0,00:40:00.0058011
40,2021-09-12 14:22:00,4,67,C115,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 13:27:00.0086217,2021-09-12 14:08:00.0039339,0,00:40:59.9953122
41,2021-09-12 14:22:00,4,72,C125,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 13:27:00.0086217,2021-09-12 14:08:00.0039339,0,00:40:59.9953122
42,2021-09-12 14:22:00,4,73,C114,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 13:31:00.0045983,2021-09-12 14:08:00.0039339,0,00:36:59.9993356
43,2021-09-12 14:22:00,4,70,C101,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 13:27:00.0086217,2021-09-12 14:08:00.0039339,0,00:40:59.9953122
44,2021-09-12 14:22:00,4,68,U,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 13:32:00.0026211,2021-09-12 14:08:00.0039339,0,00:36:00.0013128
45,2021-09-12 14:22:00,4,74,C127,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 13:27:00.0086217,2021-09-12 14:08:00.0039339,0,00:40:59.9953122
46,2021-09-12 14:22:00,4,71,C105,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 13:27:00.0086217,2021-09-12 14:08:00.0039339,0,00:40:59.9953122
47,2021-09-13 10:06:00,4,76,C100,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 14:39:00.0096406,2021-09-12 14:40:00.0110954,0,00:01:00.0014548
48,2021-09-13 10:06:00,4,63,C103,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 14:39:00.0096406,2021-09-12 14:40:00.0110954,0,00:01:00.0014548
49,2021-09-13 10:06:00,4,75,C104,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 14:39:00.0096406,2021-09-12 14:40:00.0110954,0,00:01:00.0014548
50,2021-09-13 10:06:00,4,72,C125,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 14:38:00.0115335,2021-09-12 14:48:00.0081843,0,00:09:59.9966508
51,2021-09-13 10:06:00,4,67,C115,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 14:38:00.0115335,2021-09-12 14:48:00.0081843,0,00:09:59.9966508
52,2021-09-13 10:06:00,4,614,C129,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 14:38:00.0115335,2021-09-12 14:39:00.0096406,0,00:00:59.9981071
53,2021-09-13 10:06:00,4,73,C114,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 14:38:00.0115335,2021-09-13 10:05:24.0267306,0,19:27:24.0151971
54,2021-09-13 10:06:00,4,74,C127,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 14:38:00.0115335,2021-09-12 14:48:00.0081843,0,00:09:59.9966508
55,2021-09-13 10:06:00,4,71,C105,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 14:38:00.0115335,2021-09-13 10:05:24.0267306,0,19:27:24.0151971
56,2021-09-13 10:06:00,4,66,C102,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 14:37:00.0115203,2021-09-12 14:48:00.0081843,0,00:10:59.9966640
57,2021-09-13 10:06:00,4,615,C120,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 14:38:00.0115335,2021-09-12 14:39:00.0096406,0,00:00:59.9981071
58,2021-09-13 10:06:00,4,68,U,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 14:25:00.0162433,2021-09-13 10:05:24.0267306,0,19:40:24.0104873
59,2021-09-13 10:06:00,4,70,C101,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-12 14:38:00.0115335,2021-09-13 10:05:24.0267306,0,19:27:24.0151971
60,2021-09-14 12:01:00,4,614,C129,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-13 10:09:00.0075885,2021-09-13 10:10:00.0045036,0,00:00:59.9969151
61,2021-09-14 12:01:00,4,615,C120,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-13 10:09:00.0075885,2021-09-13 10:10:00.0045036,0,00:00:59.9969151
62,2021-09-14 12:01:00,4,76,C100,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-13 10:08:00.0089973,2021-09-13 10:09:00.0075885,0,00:00:59.9985912
63,2021-09-14 12:01:00,4,74,C127,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-13 10:07:00.0169782,2021-09-13 10:10:00.0045036,0,00:02:59.9875254
64,2021-09-14 12:01:00,4,65,C119,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-13 10:07:00.0169782,2021-09-13 10:10:00.0045036,0,00:02:59.9875254
65,2021-09-14 12:01:00,4,67,C115,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-13 10:07:00.0169782,2021-09-13 10:10:00.0045036,0,00:02:59.9875254
66,2021-09-14 12:01:00,4,69,C107,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-13 10:07:00.0169782,2021-09-13 10:10:00.0045036,0,00:02:59.9875254
67,2021-09-14 12:01:00,4,72,C125,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-13 10:07:00.0169782,2021-09-13 10:10:00.0045036,0,00:02:59.9875254
68,2021-09-14 12:01:00,4,63,C103,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-13 10:07:00.0169782,2021-09-13 10:10:00.0045036,0,00:02:59.9875254
69,2021-09-14 12:01:00,4,75,C104,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-13 10:07:00.0169782,2021-09-13 10:10:00.0045036,0,00:02:59.9875254
70,2021-09-14 12:01:00,4,70,C101,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-13 10:05:24.0267306,2021-09-14 12:00:46.8488950,0,1.01:55:22.8221644
71,2021-09-14 12:01:00,4,68,U,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-13 10:05:24.0267306,2021-09-13 10:09:00.0075885,0,00:03:35.9808579
72,2021-09-14 12:01:00,4,73,C114,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-13 10:05:24.0267306,2021-09-13 10:10:00.0045036,0,00:04:35.9777730
73,2021-09-14 12:01:00,4,66,C102,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-13 10:05:24.0267306,2021-09-14 12:00:46.8488950,0,1.01:55:22.8221644
74,2021-09-14 12:01:00,4,71,C105,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-13 10:05:24.0267306,2021-09-14 12:00:46.8488950,0,1.01:55:22.8221644
75,2021-09-14 13:01:00,4,76,C100,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 12:44:00.0122537,2021-09-14 12:45:00.0134878,0,00:01:00.0012341
76,2021-09-14 13:01:00,4,63,C103,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 12:39:00.0176844,2021-09-14 12:49:00.0077434,0,00:09:59.9900590
77,2021-09-14 13:01:00,4,75,C104,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 12:39:00.0176844,2021-09-14 12:49:00.0077434,0,00:09:59.9900590
78,2021-09-14 13:01:00,4,526,C113,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 12:39:00.0176844,2021-09-14 12:40:00.0046754,0,00:00:59.9869910
79,2021-09-14 13:01:00,4,66,C102,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 12:38:00.0093404,2021-09-14 13:01:00.0034783,0,00:22:59.9941379
80,2021-09-14 13:01:00,4,67,C115,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 12:38:00.0093404,2021-09-14 12:48:00.0047391,0,00:09:59.9953987
81,2021-09-14 13:01:00,4,69,C107,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 12:38:00.0093404,2021-09-14 12:45:00.0134878,0,00:07:00.0041474
82,2021-09-14 13:01:00,4,72,C125,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 12:38:00.0093404,2021-09-14 12:48:00.0047391,0,00:09:59.9953987
83,2021-09-14 13:01:00,4,73,C114,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 12:00:46.8488950,2021-09-14 12:58:00.0056776,0,00:57:13.1567826
84,2021-09-14 13:01:00,4,74,C127,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 12:38:00.0093404,2021-09-14 12:48:00.0047391,0,00:09:59.9953987
85,2021-09-14 13:01:00,4,71,C105,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 12:00:46.8488950,2021-09-14 12:50:00.0106808,0,00:49:13.1617858
86,2021-09-14 13:01:00,4,65,C119,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 12:38:00.0093404,2021-09-14 12:45:00.0134878,0,00:07:00.0041474
87,2021-09-14 13:01:00,4,68,U,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 12:00:46.8488950,2021-09-14 12:49:00.0077434,0,00:48:13.1588484
88,2021-09-14 13:01:00,4,70,C101,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 12:00:46.8488950,2021-09-14 13:01:00.0034783,0,01:00:13.1545833
89,2021-09-14 14:01:00,4,68,U,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 13:09:00.0175523,2021-09-14 13:10:00.0032590,0,00:00:59.9857067
90,2021-09-14 14:01:00,4,72,C125,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 13:08:00.0042113,2021-09-14 13:09:00.0175523,0,00:01:00.0133410
91,2021-09-14 14:01:00,4,71,C105,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 13:08:00.0042113,2021-09-14 13:14:00.0025479,0,00:05:59.9983366
92,2021-09-14 14:01:00,4,63,C103,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 13:08:00.0042113,2021-09-14 13:09:00.0175523,0,00:01:00.0133410
93,2021-09-14 14:01:00,4,74,C127,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 13:08:00.0042113,2021-09-14 13:09:00.0175523,0,00:01:00.0133410
94,2021-09-14 14:01:00,4,73,C114,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 13:08:00.0042113,2021-09-14 13:10:00.0032590,0,00:01:59.9990477
95,2021-09-14 14:01:00,4,75,C104,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 13:08:00.0042113,2021-09-14 13:09:00.0175523,0,00:01:00.0133410
96,2021-09-14 14:01:00,4,67,C115,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 13:08:00.0042113,2021-09-14 13:09:00.0175523,0,00:01:00.0133410
97,2021-09-14 14:01:00,4,70,C101,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 13:05:00.0022873,2021-09-14 13:14:00.0025479,0,00:09:00.0002606
98,2021-09-14 14:01:00,4,66,C102,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 13:05:00.0022873,2021-09-14 13:09:00.0175523,0,00:04:00.0152650
99,2021-09-14 14:01:00,4,614,C129,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 13:08:00.0042113,2021-09-14 13:09:00.0175523,0,00:01:00.0133410
100,2021-09-14 15:02:00,4,63,C103,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 14:55:00.0171857,2021-09-14 14:58:00.0111502,0,00:02:59.9939645
101,2021-09-14 15:02:00,4,69,C107,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 14:55:00.0171857,2021-09-14 14:58:00.0111502,0,00:02:59.9939645
102,2021-09-14 15:02:00,4,66,C102,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 14:52:00.0126329,2021-09-14 14:56:00.0058592,0,00:03:59.9932263
103,2021-09-14 15:02:00,4,68,U,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 14:49:00.0057682,2021-09-14 15:00:00.0169295,0,00:11:00.0111613
104,2021-09-14 15:02:00,4,70,C101,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 14:52:00.0126329,2021-09-14 14:56:00.0058592,0,00:03:59.9932263
105,2021-09-14 15:02:00,4,71,C105,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 14:49:00.0057682,2021-09-14 14:50:00.0111212,0,00:01:00.0053530
106,2021-09-14 15:02:00,4,76,C100,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 14:52:00.0126329,2021-09-14 14:56:00.0058592,0,00:03:59.9932263
107,2021-09-14 15:02:00,4,73,C114,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 14:49:00.0057682,2021-09-14 14:50:00.0111212,0,00:01:00.0053530
108,2021-09-14 16:03:00,4,614,C129,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 15:33:00.0182932,2021-09-14 15:34:00.0129699,0,00:00:59.9946767
109,2021-09-14 16:03:00,4,67,C115,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 15:33:00.0182932,2021-09-14 15:34:00.0129699,0,00:00:59.9946767
110,2021-09-14 16:03:00,4,615,C120,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 15:33:00.0182932,2021-09-14 15:34:00.0129699,0,00:00:59.9946767
111,2021-09-14 16:03:00,4,63,C103,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 15:33:00.0182932,2021-09-14 15:34:00.0129699,0,00:00:59.9946767
112,2021-09-14 16:03:00,4,75,C104,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 15:33:00.0182932,2021-09-14 15:34:00.0129699,0,00:00:59.9946767
113,2021-09-14 16:03:00,4,73,C114,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 15:32:00.0073244,2021-09-14 15:35:00.0157434,0,00:03:00.0084190
114,2021-09-14 16:03:00,4,74,C127,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 15:32:00.0073244,2021-09-14 15:34:00.0129699,0,00:02:00.0056455
115,2021-09-14 16:03:00,4,72,C125,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 15:32:00.0073244,2021-09-14 15:34:00.0129699,0,00:02:00.0056455
116,2021-09-14 16:03:00,4,76,C100,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 15:32:00.0073244,2021-09-14 15:33:00.0182932,0,00:01:00.0109688
117,2021-09-14 16:03:00,4,71,C105,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 15:32:00.0073244,2021-09-14 15:34:00.0129699,0,00:02:00.0056455
118,2021-09-14 16:03:00,4,70,C101,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 15:06:00.0118493,2021-09-14 15:54:00.0066892,0,00:47:59.9948399
119,2021-09-14 16:03:00,4,68,U,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 15:30:00.0040489,2021-09-14 15:33:00.0182932,0,00:03:00.0142443
120,2021-09-14 16:03:00,4,66,C102,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 15:06:00.0118493,2021-09-14 15:54:00.0066892,0,00:47:59.9948399
121,2021-09-14 16:03:00,4,65,C119,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 15:32:00.0073244,2021-09-14 15:33:00.0182932,0,00:01:00.0109688
122,2021-09-14 17:03:00,4,76,C100,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 16:51:00.0038998,2021-09-14 16:52:00.0032567,0,00:00:59.9993569
123,2021-09-14 17:03:00,4,64,C112,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 16:45:00.0091636,2021-09-14 16:51:00.0038998,0,00:05:59.9947362
124,2021-09-14 17:03:00,4,526,C113,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 16:44:00.0160378,2021-09-14 16:49:00.0041220,0,00:04:59.9880842
125,2021-09-14 17:03:00,4,65,C119,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 16:33:00.0056620,2021-09-14 16:54:00.0132132,0,00:21:00.0075512
126,2021-09-14 17:03:00,4,69,C107,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 16:33:00.0056620,2021-09-14 16:54:00.0132132,0,00:21:00.0075512
127,2021-09-14 17:03:00,4,71,C105,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 16:32:00.0114870,2021-09-14 16:56:00.0086452,0,00:23:59.9971582
128,2021-09-14 17:03:00,4,72,C125,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 16:32:00.0114870,2021-09-14 16:54:00.0132132,0,00:22:00.0017262
129,2021-09-14 17:03:00,4,67,C115,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,2021-09-14 16:32:00.0114870,2021-09-14 16:54:00.0132132,0,00:22:00.0017262
