Id,Timestamp,ExeInfo,ExeInfoDescription,ExeTimestamp,SidType,Sid,UserName,UserId,AppId,BackgroundBytesRead,BackgroundBytesWritten,BackgroundContextSwitches,BackgroundCycleTime,BackgroundNumberOfFlushes,BackgroundNumReadOperations,BackgroundNumWriteOperations,FaceTime,ForegroundBytesRead,ForegroundBytesWritten,ForegroundContextSwitches,ForegroundCycleTime,ForegroundNumberOfFlushes,ForegroundNumReadOperations,ForegroundNumWriteOperations
1014,9/13/2021 10:06,Microsoft.Windows.ShellExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,620,24576,192512,2585,986590668,0,1,47,16271207867,1836544,372736,7600,3526588515,1,77,91
1015,9/13/2021 10:06,\Device\HarddiskVolume5\Windows\System32\SystemSettingsBroker.exe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,621,0,0,0,0,0,0,0,6.9444E+11,0,0,536,88660280,0,0,0
1016,9/13/2021 10:06,Microsoft.LockApp_10.0.19041.1023_neutral__cw5n1h2txyewy,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,622,3053056,106496,8590,2389322558,0,148,26,11182919,877056,290816,2024,1807634640,1,50,71
1017,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-2029726,,502,338,0,0,0,0,0,0,0,13799901358,0,0,117,25261600,0,0,0
1018,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-943718,,503,338,0,0,0,0,0,0,0,5400240957,0,0,721,237764152,0,0,0
1019,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-1845046,,505,338,0,0,0,0,0,0,0,18599902519,12288,0,279,129971400,0,2,0
1020,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-2060532,,506,338,0,0,0,0,0,0,0,6599942148,8192,0,593,156430520,0,2,0
1021,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-1792955,,507,338,0,0,0,0,0,0,0,11400076530,0,0,365,99000280,0,0,0
1022,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-1582452,,509,338,0,0,0,0,0,0,0,4799952661,30720,0,478,312869920,0,2,0
1023,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-986781,,510,338,0,0,18,2569800,0,0,0,22200147906,1281024,102400,1277,546336319,0,55,7
1024,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-1842366,,511,338,0,0,0,0,0,0,0,9599958258,0,45056,485,84835960,0,0,3
1025,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-2595531,,515,338,0,0,5,343640,0,0,0,9600212445,143360,28672,273,72486839,0,5,6
1026,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-3543315,,518,338,0,0,40,6273960,0,0,0,19545657383,697856,135168,1510,3201307279,0,35,26
1027,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-14049710,,569,338,0,0,9,1864200,0,0,0,3600105776,0,49152,66,32708920,0,0,7
1028,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-55887984,,623,338,0,0,0,0,0,0,0,1799993558,0,0,64,8758680,0,0,0
1029,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-56089126,,624,338,0,0,4,902840,0,0,0,2399938124,0,0,21,3921400,0,0,0
1030,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-56875018,,625,338,0,0,0,0,0,0,0,1271638424,0,217088,225,170713720,0,0,9
1031,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-57093236,,626,338,0,0,0,0,0,0,0,4799972388,1388544,217088,955,10718731398,0,46,34
1032,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-57412712,,627,338,0,0,0,0,0,0,0,3600033558,0,167936,489,331721920,0,0,16
1033,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-57929158,,628,338,0,0,0,0,0,0,0,26178435,3624448,151552,974,438205880,0,285,37
1034,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-57995607,,629,338,0,0,0,0,0,0,0,16022936,562176,184320,941,433040840,0,17,38
1035,9/13/2021 10:06,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-58067294,,630,338,0,0,0,0,0,0,0,10990969,26624,8192,146,67931720,0,2,2
1036,9/14/2021 12:02,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-246261,,339,338,0,0,0,0,0,0,0,3359878355,0,0,1122,63733200,0,0,0
1037,9/14/2021 12:02,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LogonId,S-1-5-5-0-128025,,340,338,0,0,0,0,0,0,0,3359878304,164352,0,497,102400519,0,7,0
1038,9/14/2021 12:02,svc.ownproc.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LocalSystem,S-1-5-18,,7,338,0,0,0,0,0,0,0,3359878304,1124864,2146304,10032,3372664451,0,52,291
1039,9/14/2021 12:02,svc.svchost.s0.uc0.host2000000000000000_1.0.0.0_neutral__1234567890abc,,,LocalSystem,S-1-5-18,,7,341,0,0,0,0,0,0,0,3359878304,233472,0,137,30484240,0,8,0
1040,9/14/2021 12:02,System,,,LocalSystem,S-1-5-18,,7,35,0,0,0,0,0,0,0,9.33228E+11,178682880,52462592,553476,1.08784E+11,80,955,8658
1041,9/14/2021 12:02,\Device\HarddiskVolume5\Windows\System32\csrss.exe,,,LocalSystem,S-1-5-18,,7,343,0,0,0,0,0,0,0,1.86646E+12,977408,229376,59839,8270484908,0,23,23
1042,9/14/2021 12:02,\Device\HarddiskVolume5\Windows\System32\wininit.exe,,,LocalSystem,S-1-5-18,,7,344,0,0,0,0,0,0,0,600150000,0,0,3,1147080,0,0,0
1043,9/14/2021 12:02,\Device\HarddiskVolume5\Windows\System32\services.exe,,,LocalSystem,S-1-5-18,,7,345,0,0,0,0,0,0,0,9.33228E+11,345600,20480,13121,1966262044,0,14,5
